up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
1.2.1.4.0,Imprenditori e amministratori di grandi aziende nel commercio,67.1052631579,68.4210526316,53.9473684211,51.8796992481,42.1052631579,39.8496240602,19.7368421053,15.7894736842,39.4736842105,32.3308270677,64.4736842105,57.1428571429,48.6842105263,42.8571428571,52.6315789474,48.1203007519,61.8421052632,60.9022556391,86.8421052632,75.9398496241,53.9473684211,53.3834586466,57.8947368421,54.8872180451,88.1578947368,75.9398496241,78.9473684211,71.4285714286,77.6315789474,73.6842105263,2.6315789474,0.7518796992,3.9473684211,6.015037594,2.6315789474,1.5037593985,57.8947368421,47.3684210526,3.9473684211,3.007518797,11.8421052632,12.030075188,2.6315789474,1.5037593985,5.2631578947,5.2631578947,36.8421052632,38.3458646617,59.2105263158,53.3834586466,73.6842105263,68.4210526316,81.5789473684,73.6842105263,81.5789473684,75.9398496241,14.4736842105,18.045112782,59.2105263158,57.8947368421,73.6842105263,72.1804511278,19.7368421053,25.5639097744,82.8947368421,66.9172932331,63.1578947368,54.1353383459,46.0526315789,43.6090225564,75,66.1654135338,56.5789473684,54.8872180451,60.5263157895,64.6616541353,39.4736842105,36.0902255639,61.8421052632,57.1428571429,78.9473684211,73.6842105263
1.2.1.5.0,Imprenditori e amministratori di grandi aziende nei servizi di alloggio e ristorazione,77.6315789474,66.9172932331,43.4210526316,42.1052631579,43.4210526316,37.5939849624,28.9473684211,23.3082706767,47.3684210526,40.6015037594,69.7368421053,54.8872180451,64.4736842105,51.1278195489,50,43.6090225564,59.2105263158,52.6315789474,85.5263157895,69.9248120301,72.3684210526,60.1503759398,65.7894736842,55.6390977444,88.1578947368,66.9172932331,76.3157894737,69.9248120301,78.9473684211,73.6842105263,6.5789473684,6.015037594,6.5789473684,6.7669172932,5.2631578947,5.2631578947,61.8421052632,43.6090225564,3.9473684211,3.7593984962,13.1578947368,12.030075188,2.6315789474,2.2556390977,1.3157894737,1.5037368421,43.4210526316,33.8345864662,56.5789473684,39.0977443609,71.0526315789,56.3909774436,76.3157894737,63.1578947368,86.8421052632,69.9246616541,31.5789473684,29.3233082707,43.4210526316,40.6015037594,57.8947368421,50.3759398496,47.3684210526,42.8571428571,80.2631578947,66.1654135338,77.6315789474,66.1654135338,44.7368421053,35.3383458647,77.6315789474,64.6616541353,57.8947368421,51.1278195489,52.6315789474,48.1203007519,51.3157894737,46.6165413534,48.6842105263,51.1278195489,80.2631578947,70.6766917293
1.2.1.6.1,Imprenditori e amministratori di grandi aziende nel settore dei trasporti e magazzinaggio,66.25,60,42.5,41.4285714286,48.75,43.5714285714,31.25,26.4285714286,55,45,60,50.7142857143,61.25,57.8571428571,53.75,49.2857142857,51.25,50,77.5,70,61.25,55.7142857143,62.5,61.4285714286,76.25,65,78.75,63.5714285714,81.25,67.8571428571,2.5,3.5714285714,6.25,7.8571428571,5,5,57.5,43.5714285714,6.25,5.7142642857,17.5,15,2.5,2.8571214286,2.5,2.8571428571,41.25,37.8571428571,51.25,47.1428571429,67.5,59.2857142857,73.75,65,83.75,70,32.5,33.5714285714,36.25,35.7142857143,66.25,57.8571428571,26.25,25.7142857143,66.25,56.4285714286,66.25,60.7142857143,52.5,45,60,54.2857142857,51.25,49.2857142857,50,50.7142857143,50,47.1428571429,65,59.2857142857,71.25,63.5714285714
1.2.1.6.2,"Imprenditori e amministratori di grandi aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",85,75.7142857143,51.25,51.4285714286,35,40.7142857143,7.5,8.5714071429,46.25,45,77.5,73.5714285714,70,62.1428571429,66.25,60.7142857143,71.25,66.4285714286,91.25,72.8571428571,68.75,64.2857142857,73.75,69.2857142857,85,72.1428571429,85,80,87.5,77.8571428571,2.5,2.1428571429,2.5,2.1428571429,1.25,1.4285714286,60,47.1428571429,8.75,8.5714285714,15,17.1428571429,3.75,4.2857142857,5,5.7142857143,35,31.4285714286,57.5,55,88.75,74.2857142857,86.25,77.8571428571,80,72.8571428571,38.75,37.1428571429,46.25,42.8571428571,78.75,68.5714285714,42.5,37.8571428571,83.75,71.4285714286,73.75,65,53.75,53.5714285714,77.5,73.5714285714,62.5,59.2857142857,68.75,67.8571428571,51.25,45.7142857143,62.5,58.5714285714,87.5,77.1428571429
1.2.1.6.3,Imprenditori e amministratori di grandi aziende nei servizi informatici e di telecomunicazione,70,67.619047619,33.3333333333,38.0952380952,31.6666666667,40.9523809524,11.6666666667,13.3333333333,35,36.1904761905,43.3333333333,43.8095238095,33.3333333333,35.2380952381,45,51.4285714286,50,53.3333333333,76.6666666667,70.4761904762,56.6666666667,60,66.6666666667,66.6666666667,70,69.5238095238,68.3333333333,70.4761904762,66.6666666667,66.6666666667,3.3333333333,3.8095238095,1.6666666667,1.9047619048,0,0,65,64.7619047619,0,0,5,8.5714,0,0,1.6666666667,2.8571428571,31.6666666667,32.380952381,51.6666666667,50.4761904762,63.3333333333,58.0952380952,66.6666666667,67.619047619,68.3333333333,62.8571428571,25,26.6666666667,38.3333333333,44.7619047619,56.6666666667,58.0952380952,13.3333333333,14.2857142857,61.6666666667,58.0952380952,51.6666666667,57.1428571429,45,51.4285714286,60,60.9523809524,58.3333333333,59.0476190476,43.3333333333,49.5238095238,28.3333333333,33.3333333333,48.3333333333,53.3333333333,61.6666666667,63.8095238095
1.2.1.7.0,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari, di intermediazione finanziaria",78.5714285714,78.231292517,51.1904761905,56.462585034,38.0952380952,36.7346938776,4.7619047619,6.8027006803,33.3333333333,34.693877551,63.0952380952,56.462585034,46.4285714286,53.0612244898,59.5238095238,59.1836734694,60.7142857143,63.2653061224,86.9047619048,84.3537414966,45.2380952381,50.3401360544,66.6666666667,61.9047619048,78.5714285714,80.9523809524,79.7619047619,80.2721088435,77.380952381,80.2721088435,2.380952381,3.4013605442,1.1904761905,0.6802721088,0,0,47.619047619,40.1360544218,0,0,21.4285714286,19.0476190476,0,0,0,0,30.9523809524,31.2925170068,54.7619047619,52.380952381,80.9523809524,78.231292517,79.7619047619,77.5510204082,84.5238095238,87.7551020408,33.3333333333,31.2925170068,29.7619047619,28.5714285714,57.1428571429,56.462585034,30.9523809524,30.612244898,77.380952381,72.1088435374,69.0476190476,68.7074829932,54.7619047619,55.7823129252,76.1904761905,76.8707482993,60.7142857143,58.5034013605,69.0476190476,70.0680272109,30.9523809524,37.4149659864,60.7142857143,63.2653061224,73.8095238095,74.1496598639
1.2.1.8.0,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone,66.6666666667,65.7142857143,51.6666666667,48.5714285714,40,34.2857142857,5,5.7142571429,38.3333333333,28.5714285714,61.6666666667,56.1904761905,55,50.4761904762,43.3333333333,40,56.6666666667,58.0952380952,91.6666666667,79.0474285714,50,55.2380952381,61.6666666667,60.9523809524,90,80.9523809524,66.6666666667,63.8095238095,63.3333333333,58.0952380952,1.6666666667,2.8571428571,3.3333333333,3.8095238095,0,0,53.3333333333,44.7619047619,0,0,11.6666666667,7.619047619,0,0,0,0,26.6666666667,26.6666666667,45,41.9047619048,63.3333333333,59.0476190476,73.3333333333,67.619047619,76.6666666667,73.3333333333,20,20.9523809524,15,17.1428571429,68.3333333333,68.5714285714,15,18.0952380952,71.6666666667,64.7619047619,63.3333333333,63.8095238095,43.3333333333,40.9523809524,58.3333333333,60,45,44.7619047619,51.6666666667,53.3333333333,30,26.6666666667,33.3333333333,34.2857142857,78.3333333333,73.3333333333
1.2.1.9.1,"Imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati",71.6666666667,69.5238095238,56.6666666667,50.4761904762,41.6666666667,40.9523809524,11.6666666667,14.2857142857,65,52.380952381,65,60,65,60,55,54.2857142857,61.6666666667,53.3333333333,83.3333333333,69.5238095238,58.3333333333,51.4285714286,63.3333333333,60,83.3333333333,72.380952381,86.6666666667,74.2857142857,81.6666666667,74.2857142857,3.3333333333,3.8095238095,3.3333333333,6.6666666667,0,0,65,58.0952380952,0,0,13.3333333333,11.4285714286,0,0,0,0,46.6666666667,44.7619047619,65,60.9523809524,80,74.2857142857,81.6666666667,71.4285714286,83.3333333333,79.0476190476,50,49.5238095238,21.6666666667,21.9047619048,61.6666666667,55.2380952381,38.3333333333,40,78.3333333333,68.5714285714,80,73.3333333333,65,60,71.6666666667,72.380952381,70,61.9047619048,60,63.8095238095,53.3333333333,47.619047619,60,56.1904761905,70,67.619047619
1.2.1.9.2,"Imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale",75,62.5850340136,55.9523809524,53.0612244898,54.7619047619,51.0204081633,23.8095238095,18.3673469388,59.5238095238,46.2585034014,77.380952381,57.8231292517,77.380952381,58.5034013605,55.9523809524,49.6598639456,61.9047619048,54.4217687075,79.7619047619,68.7074829932,53.5714285714,48.2993197279,67.8571428571,57.8231292517,67.8571428571,57.8231292517,82.1428571429,65.9863945578,79.7619047619,65.306122449,5.9523809524,5.4421768707,5.9523809524,6.1224489796,4.7619047619,4.0816326531,59.5238095238,44.2176870748,1.1904761905,1.3605442177,15.4761904762,12.2448979592,0,0,0,0,55.9523809524,44.2176870748,69.0476190476,55.1020408163,76.1904761905,63.2653061224,86.9047619048,68.7074829932,84.5238095238,68.7074829932,58.3333333333,55.7823129252,28.5714285714,27.2108843537,70.2380952381,56.462585034,48.8095238095,38.7755102041,78.5714285714,64.6258503401,73.8095238095,57.8231292517,57.1428571429,46.9387755102,75,57.8231292517,57.1428571429,47.619047619,61.9047619048,55.7823129252,63.0952380952,54.4217687075,69.0476190476,61.2244897959,84.5238095238,72.1088435374
1.2.1.9.3,"Imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento",67.6470588235,67.2268907563,51.4705882353,51.2605042017,48.5294117647,47.8991596639,30.8823529412,31.0924369748,42.6470588235,40.3361344538,64.7058823529,57.1428571429,61.7647058824,57.1428571429,50,47.8991596639,52.9411764706,52.9411764706,67.6470588235,67.2268907563,64.7058823529,55.4621848739,63.2352941176,59.6638655462,64.7058823529,63.025210084,69.1176470588,64.7058823529,66.1764705882,63.8655462185,4.4117647059,5.8823277311,4.4117647059,7.563,8.8235294118,7.5630252101,58.8235294118,47.8991596639,2.9411764706,4.2016554622,8.8235294118,11.7647058824,1.4705882353,2.5210084034,1.4705882353,1.6806470588,38.2352941176,35.2941176471,51.4705882353,45.3781512605,69.1176470588,62.1848739496,67.6470588235,65.5462184874,72.0588235294,67.2268907563,27.9411764706,29.4117647059,33.8235294118,34.4537815126,58.8235294118,57.1428571429,35.2941176471,34.4537815126,66.1764705882,57.9831932773,66.1764705882,60.5042016807,54.4117647059,42.8571428571,55.8823529412,51.2605042017,54.4117647059,50.4201680672,47.0588235294,49.5798319328,55.8823529412,51.2605042017,54.4117647059,51.2605042017,73.5294117647,67.2268907563
1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",65,60,55,60,65,62.8571428571,50,48.5714285714,70,68.5714285714,65,62.8571428571,70,62.8571428571,60,57.1428571429,65,57.1428571429,75,65.7142857143,60,60,55,48.5714285714,45,54.2857142857,60,60,70,62.8571428571,25,34.2857142857,25,34.2857142857,30,20,35,34.2857142857,20,25.7142857143,35,34.2857142857,20,25.7142857143,20,25.7142857143,45,40,65,57.1428571429,80,65.7142857143,75,68.5714285714,65,65.7142857143,20,20,25,42.8571428571,50,48.5714285714,15,20,80,68.5714285714,65,65.7142857143,50,60,60,62.8571428571,60,65.7142857143,50,54.2857142857,55,54.2857142857,20,28.5714285714,45,54.2857142857
1.2.2.2.0,"Direttori e dirigenti generali di aziende che operano nella manifattura, nell'estrazione dei minerali, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti",65.4761904762,61.9047619048,44.0476190476,44.8979591837,58.3333333333,54.4217687075,32.1428571429,27.2108843537,47.619047619,37.4149659864,54.7619047619,53.0612244898,50,48.9795918367,47.619047619,45.5782312925,41.6666666667,41.4965986395,73.8095238095,70.7482993197,44.0476190476,44.8979591837,57.1428571429,57.1428571429,61.9047619048,61.9047619048,60.7142857143,58.5034013605,67.8571428571,64.6258503401,3.5714285714,3.4013401361,7.1428571429,10.2040612245,11.9047619048,9.5238095238,50,44.2176870748,5.9523809524,6.1224489796,17.8571428571,19.0476190476,2.380952381,2.0408163265,1.1904761905,0.6802721088,42.8571428571,44.8979591837,52.380952381,46.2585034014,66.6666666667,59.8639455782,66.6666666667,60.5442176871,76.1904761905,70.7482993197,21.4285714286,24.4897959184,25,31.2925170068,52.380952381,50.3401360544,11.9047619048,14.2857142857,61.9047619048,60.5442176871,58.3333333333,54.4217687075,34.5238095238,37.4149659864,60.7142857143,57.1428571429,44.0476190476,46.2585034014,47.619047619,49.6598639456,42.8571428571,42.8571428571,48.8095238095,46.9387755102,67.8571428571,72.1088435374
1.2.2.3.0,Direttori e dirigenti generali di aziende nelle costruzioni,63.75,62.1428571429,50,51.4285714286,51.25,51.4285714286,18.75,20.7142857143,51.25,45,51.25,53.5714285714,53.75,47.8571428571,61.25,51.4285714286,57.5,50.7142857143,82.5,66.4285714286,42.5,40,58.75,60.7142857143,67.5,60,76.25,65.7142857143,72.5,65.7142857143,3.75,5.7142642857,5,7.8571428571,3.75,2.1428357143,52.5,41.4285714286,0,0,22.5,19.2857142857,0,0,0,0,41.25,40,60,52.8571428571,75,70,80,73.5714285714,73.75,72.8571428571,15,15.7142857143,20,21.4285714286,57.5,57.1428571429,26.25,23.5714285714,66.25,60.7142857143,60,55.7142857143,43.75,37.1428571429,66.25,65,43.75,43.5714285714,56.25,55,31.25,29.2857142857,37.5,43.5714285714,67.5,59.2857142857
1.2.2.4.0,Direttori e dirigenti generali di aziende nel commercio,71.25,67.1428571429,46.25,48.5714285714,51.25,48.5714285714,22.5,32.8571428571,50,50,63.75,59.2857142857,48.75,55,53.75,57.8571428571,57.5,59.2857142857,75,74.2857142857,50,49.2857142857,63.75,62.1428571429,75,70.7142857143,77.5,68.5714285714,76.25,70,3.75,5.7142857143,2.5,5.7142857143,1.25,3.5714285714,56.25,56.4285714286,2.5,3.5714071429,12.5,15.7142857143,3.75,3.5714071429,3.75,4.2856928571,32.5,35.7142857143,52.5,50,73.75,72.8571428571,75,70,75,75,13.75,22.1428571429,47.5,50.7142857143,61.25,61.4285714286,20,23.5714285714,73.75,69.2857142857,67.5,57.8571428571,48.75,47.1428571429,68.75,65,57.5,58.5714285714,52.5,53.5714285714,41.25,37.8571428571,57.5,56.4285714286,67.5,68.5714285714
1.2.2.5.0,Direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione,70,63.5714285714,50,46.4285714286,50,45,42.5,37.8571428571,50,42.8571428571,63.75,52.8571428571,58.75,52.1428571429,51.25,50,52.5,47.8571428571,83.75,64.9998571429,53.75,51.4285714286,61.25,57.8571428571,75,60,82.5,67.1427142857,82.5,72.1428571429,12.5,15,16.25,18.5714285714,5,5.7142428571,56.25,45.7142857143,5,7.1428357143,26.25,20.7142857143,5,5,2.5,2.1428571429,41.25,34.2857142857,48.75,40,72.5,62.1428571429,87.5,72.8571428571,82.5,67.8571428571,28.75,31.4285714286,60,54.2857142857,73.75,62.8571428571,68.75,57.8571428571,83.75,67.8571428571,71.25,60,60,49.2857142857,75,65.7142857143,62.5,49.2857142857,61.25,54.2857142857,51.25,46.4285714286,63.75,51.4285714286,76.25,68.5714285714
1.2.2.6.1,Direttori e dirigenti generali di aziende nel settore dei trasporti e magazzinaggio,60.2941176471,56.3025210084,35.2941176471,36.974789916,30.8823529412,34.4537815126,27.9411764706,26.8907563025,42.6470588235,34.4537815126,51.4705882353,47.8991596639,42.6470588235,39.4957983193,44.1176470588,47.0588235294,44.1176470588,48.7394957983,72.0588235294,60.5042016807,39.7058823529,36.1344537815,55.8823529412,56.3025210084,57.3529411765,53.781512605,73.5294117647,60.5042016807,73.5294117647,62.1848739496,5.8823529412,8.4033613445,14.7058823529,15.9663865546,5.8823529412,7.5630252101,57.3529411765,41.1764705882,2.9411764706,5.0420168067,8.8235294118,10.0840336134,4.4117647059,4.2016806723,0,0,48.5294117647,41.1764705882,38.2352941176,37.8151260504,73.5294117647,63.025210084,75,63.025210084,79.4117647059,68.0672268908,22.0588235294,19.3277310924,20.5882352941,19.3277310924,52.9411764706,52.9411764706,17.6470588235,15.9663865546,75,62.1848739496,69.1176470588,60.5042016807,42.6470588235,34.4537815126,60.2941176471,51.2605042017,48.5294117647,46.218487395,42.6470588235,40.3361344538,50,46.218487395,41.1764705882,36.1344537815,55.8823529412,56.3025210084
1.2.2.6.2,"Direttori e dirigenti generali di aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",85,75.7142857143,63.75,60.7142857143,51.25,50,27.5,27.1428571429,43.75,45.7142857143,68.75,70,62.5,62.8571428571,58.75,57.8571428571,67.5,59.2857142857,83.75,77.1428571429,71.25,70,72.5,70,83.75,74.2855714286,83.75,71.4285714286,82.5,80,0,0,0,0,1.25,1.4285714286,70,57.1428571429,2.5,2.1428571429,16.25,13.5714285714,0,0,0,0,37.5,41.4285714286,58.75,57.1428571429,77.5,67.8571428571,76.25,69.2857142857,83.75,71.4285714286,40,37.1428571429,31.25,27.1428571429,72.5,69.2857142857,40,35,78.75,71.4285714286,71.25,62.1428571429,58.75,53.5714285714,68.75,62.1428571429,67.5,68.5714285714,66.25,60,52.5,50.7142857143,65,58.5714285714,73.75,62.8571428571
1.2.2.6.3,Direttori e dirigenti generali di aziende nei servizi informatici e di telecomunicazione,75,68.8311688312,65.9090909091,66.2337662338,40.9090909091,51.9480519481,20.4545454545,28.5714285714,54.5454545455,54.5454545455,77.2727272727,67.5324675325,52.2727272727,53.2467532468,70.4545454545,66.2337662338,75,64.9350649351,81.8181818182,75.3246753247,63.6363636364,57.1428571429,79.5454545455,72.7272727273,79.5454545455,74.025974026,81.8181818182,77.9220779221,84.0909090909,76.6233766234,11.3636363636,15.5844155844,13.6363636364,18.1818181818,4.5454545455,6.4935064935,81.8181818182,67.5324675325,4.5454545455,6.4935064935,18.1818181818,22.0779220779,2.2727272727,5.1948051948,4.5454545455,7.7922077922,31.8181818182,35.0649350649,70.4545454545,64.9350649351,81.8181818182,79.2207792208,86.3636363636,84.4155844156,86.3636363636,74.025974026,36.3636363636,38.961038961,38.6363636364,41.5584415584,72.7272727273,63.6363636364,40.9090909091,38.961038961,77.2727272727,62.3376623377,77.2727272727,66.2337662338,54.5454545455,44.1558441558,75,61.038961039,59.0909090909,51.9480519481,59.0909090909,58.4415584416,27.2727272727,28.5714285714,54.5454545455,49.3506493506,50,45.4545454545
1.2.2.7.0,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria",72.7272727273,69.4805194805,47.7272727273,52.5974025974,40.9090909091,42.8571428571,9.0909090909,9.7402597403,27.2727272727,29.2207792208,71.5909090909,66.8831168831,54.5454545455,52.5974025974,63.6363636364,64.2857142857,62.5,66.2337662338,87.5,78.5714285714,47.7272727273,51.9480519481,63.6363636364,60.3896103896,82.9545454545,75.974025974,77.2727272727,70.7792207792,78.4090909091,75.3246753247,3.4090909091,4.5454545455,3.4090909091,4.5454545455,1.1363636364,2.5974025974,53.4090909091,52.5974025974,0,0,19.3181818182,17.5324675325,1.1363636364,2.5974025974,0,0,32.9545454545,33.1168831169,61.3636363636,57.1428571429,82.9545454545,79.2207792208,84.0909090909,80.5193506494,72.7272727273,72.0779220779,21.5909090909,22.7272727273,38.6363636364,43.5064935065,76.1363636364,74.6753246753,23.8636363636,29.2207792208,72.7272727273,69.4805194805,65.9090909091,66.8831168831,45.4545454545,50,79.5454545455,77.2727272727,57.9545454545,59.7402597403,65.9090909091,69.4805194805,29.5454545455,33.7662337662,48.8636363636,51.2987012987,78.4090909091,71.4285714286
1.2.2.8.0,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone,87.5,70.2380952381,72.9166666667,61.9047619048,50,45.2380952381,22.9166666667,22.619047619,52.0833333333,48.8095238095,64.5833333333,51.1904761905,72.9166666667,72.619047619,54.1666666667,53.5714285714,75,70.2380952381,89.5833333333,76.1904761905,66.6666666667,69.0476190476,72.9166666667,71.4285714286,79.1666666667,71.4285714286,77.0833333333,70.2380952381,83.3333333333,83.3333333333,4.1666666667,5.9523452381,2.0833333333,2.380952381,2.0833333333,1.1904761905,43.75,36.9047619048,2.0833333333,2.3809166667,14.5833333333,10.7142857143,0,0,4.1666666667,3.5714285714,39.5833333333,34.5238095238,60.4166666667,50,91.6666666667,76.1902380952,85.4166666667,72.6188095238,91.6666666667,79.7619047619,39.5833333333,36.9047619048,12.5,13.0952380952,68.75,71.4285714286,20.8333333333,25,87.5,75,79.1666666667,72.619047619,62.5,52.380952381,70.8333333333,70.2380952381,72.9166666667,63.0952380952,70.8333333333,65.4761904762,39.5833333333,36.9047619048,62.5,57.1428571429,68.75,63.0952380952
