up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
3.1.3.7.2,Disegnatori tessili,89.7058823529,75,80.8823529412,64.7058823529,54.4117647059,39.7058823529,47.0588235294,82.3529411765,41.1764705882,54.4117647059,54.4117647059,64.7058823529,79.4117647059,73.5294117647,77.9411764706,50,58.3333333333,58.3333333333,80.8823529412,16.6666666667,70.5882352941
3.1.3.7.3,Rilevatori e disegnatori di prospezioni,73.6842105263,69.7368421053,75,64.4736842105,65.7894736842,38.1578947368,43.4210526316,75,44.7368421053,51.3157894737,65.7894736842,60.5263157895,71.0526315789,71.0526315789,76.3157894737,70.8333333333,58.3333333333,58.3333333333,68.4210526316,66.6666666667,69.7368421053
3.1.4.1.1,Tecnici della conduzione e del controllo di impianti di produzione dei metalli,71.875,67.1875,79.6875,71.875,62.5,62.5,64.0625,68.75,70.3125,57.8125,73.4375,67.1875,67.1875,59.375,70.3125,80,70,68.3333333333,64.0625,73.3333333333,71.875
3.1.4.1.2,Tecnici della conduzione e del controllo di impianti chimici,72.619047619,67.8571428571,77.380952381,75,70.2380952381,61.9047619048,72.619047619,66.6666666667,65.4761904762,60.7142857143,73.8095238095,70.2380952381,71.4285714286,67.8571428571,65.4761904762,73.6842105263,71.0526315789,73.6842105263,67.8571428571,50,57.1428571429
3.1.4.1.3,Tecnici della conduzione e del controllo di impianti di produzione della carta,82.5,70,90,55,80,75,60,82.5,75,67.5,82.5,70,77.5,85,75,83.3333333333,69.4444444444,63.8888888889,77.5,38.8888888889,72.5
3.1.4.1.4,Tecnici della conduzione e del controllo di impianti di trattamento delle acque,77.380952381,82.1428571429,89.2857142857,66.6666666667,64.2857142857,59.5238095238,65.4761904762,66.6666666667,63.0952380952,60.7142857143,78.5714285714,73.8095238095,72.619047619,71.4285714286,78.5714285714,72.3684210526,69.7368421053,59.2105263158,53.5714285714,53.9473684211,64.2857142857
3.1.4.1.5,Tecnici della conduzione e del controllo di catene di montaggio automatiche,62.5,75,75,75,75,37.5,62.5,62.5,62.5,62.5,75,50,75,62.5,75,62.5,62.5,50,50,50,50
3.1.4.2.1,Tecnici della produzione di energia termica ed elettrica,77.2727272727,78.4090909091,86.3636363636,52.2727272727,71.5909090909,70.4545454545,70.4545454545,73.8636363636,65.9090909091,68.1818181818,81.8181818182,70.4545454545,72.7272727273,70.4545454545,78.4090909091,76.1904761905,76.1904761905,59.5238095238,67.0454545455,63.0952380952,67.0454545455
3.1.4.2.2,Tecnici dell'esercizio di reti idriche e di altri fluidi,71.25,71.25,80,61.25,77.5,56.25,66.25,68.75,65,62.5,77.5,67.5,68.75,76.25,78.75,63.8888888889,68.0555555556,68.0555555556,63.75,58.3333333333,70
3.1.4.2.3,Tecnici dell'esercizio di reti di distribuzione di energia elettrica,75,78.5714285714,79.7619047619,63.0952380952,60.7142857143,76.1904761905,75,77.380952381,60.7142857143,67.8571428571,71.4285714286,76.1904761905,71.4285714286,80.9523809524,80.9523809524,79.7619047619,78.5714285714,78.5714285714,59.5238095238,51.1904761905,64.2857142857
3.1.5.1.0,Tecnici di produzione in miniere e cave,75,77.8846153846,84.6153846154,67.3076923077,65.3846153846,64.4230769231,60.5769230769,76.9230769231,56.7307692308,70.1923076923,78.8461538462,75,80.7692307692,66.3461538462,80.7692307692,77.5,82.5,67.5,68.2692307692,56.25,73.0769230769
3.1.5.2.0,Tecnici della gestione di cantieri edili,80.9523809524,83.3333333333,85.7142857143,50,77.380952381,47.619047619,51.1904761905,70.2380952381,64.2857142857,59.5238095238,89.2857142857,76.1904761905,72.619047619,73.8095238095,82.1428571429,78.8461538462,76.9230769231,73.0769230769,76.1904761905,57.6923076923,66.6666666667
3.1.5.3.0,Tecnici della produzione manifatturiera,77.8571428571,77.1428571429,87.8571428571,67.1428571429,77.1428571429,67.1428571429,70.7142857143,79.2857142857,67.1428571429,68.5714285714,75.7142857143,72.1428571429,70.7142857143,78.5714285714,77.1428571429,80.46875,71.09375,64.84375,74.2857142857,66.40625,77.1428571429
3.1.5.4.1,Tecnici della preparazione alimentare,85,87.5,91.25,50,66.25,70,71.25,90,81.25,82.5,85,87.5,87.5,87.5,81.25,82.8125,78.125,73.4375,88.75,62.5,72.5
3.1.5.4.2,Tecnici della produzione alimentare,74.1071428571,73.2142857143,84.8214285714,60.7142857143,71.4285714286,56.25,60.7142857143,76.7857142857,58.9285714286,66.0714285714,81.25,74.1071428571,74.1071428571,66.0714285714,84.8214285714,75,73.6111111111,61.1111111111,64.2857142857,66.6666666667,67.8571428571
3.1.5.5.0,Tecnici della produzione di servizi,71.4285714286,63.0952380952,86.9047619048,52.380952381,59.5238095238,28.5714285714,36.9047619048,75,59.5238095238,53.5714285714,84.5238095238,61.9047619048,73.8095238095,75,70.2380952381,59.5238095238,64.2857142857,63.0952380952,60.7142857143,53.5714285714,63.0952380952
3.1.6.1.1,Comandanti navali,86.1111111111,81.9444444444,84.7222222222,65.2777777778,59.7222222222,54.1666666667,61.1111111111,73.6111111111,72.2222222222,63.8888888889,91.6666666667,77.7777777778,83.3333333333,77.7777777778,83.3333333333,70.8333333333,68.0555555556,70.8333333333,68.0555555556,56.9444444444,83.3333333333
3.1.6.1.2,Ufficiali e assistenti di bordo,87.5,83.3333333333,87.5,52.7777777778,43.0555555556,56.9444444444,51.3888888889,77.7777777778,84.7222222222,70.8333333333,76.3888888889,77.7777777778,76.3888888889,76.3888888889,80.5555555556,73.6111111111,79.1666666667,72.2222222222,61.1111111111,37.5,59.7222222222
3.1.6.1.3,Piloti navali,82.5,80,42.5,35,25,45,42.5,75,75,75,70,72.5,75,75,62.5,75,75,75,57.5,50,72.5
3.1.6.2.1,Piloti e ufficiali di aeromobili,92.3913043478,93.4782608696,88.0434782609,44.5652173913,51.0869565217,72.8260869565,36.9565217391,75,81.5217391304,73.9130434783,77.1739130435,81.5217391304,80.4347826087,89.1304347826,84.7826086957,79.347826087,82.6086956522,80.4347826087,42.3913043478,31.5217391304,71.7391304348
3.1.6.2.2,Tecnici avionici,85.5263157895,77.6315789474,88.1578947368,39.4736842105,59.2105263158,40.7894736842,72.3684210526,73.6842105263,67.1052631579,60.5263157895,75,76.3157894737,78.9473684211,63.1578947368,69.7368421053,59.2105263158,75,75,57.8947368421,50,57.8947368421
3.1.6.2.3,Tecnici aerospaziali,70.5882352941,73.5294117647,76.4705882353,61.7647058824,76.4705882353,42.6470588235,67.6470588235,63.2352941176,42.6470588235,55.8823529412,61.7647058824,82.3529411765,77.9411764706,77.9411764706,89.7058823529,54.4117647059,70.5882352941,54.4117647059,64.7058823529,67.6470588235,54.4117647059
3.1.6.3.1,Controllori di volo,90,90,81.25,58.75,60,81.25,86.25,82.5,77.5,70,78.75,78.75,75,82.5,78.75,80,85,82.5,52.5,40,70
3.1.6.3.2,Tecnici del traffico aeroportuale,72.2222222222,75,88.8888888889,72.2222222222,70.8333333333,36.1111111111,41.6666666667,65.2777777778,56.9444444444,45.8333333333,77.7777777778,66.6666666667,66.6666666667,77.7777777778,75,61.7647058824,60.2941176471,48.5294117647,55.5555555556,50,58.3333333333
3.1.6.4.0,Tecnici dell'organizzazione del traffico ferroviario,60.5263157895,51.3157894737,80.2631578947,67.1052631579,57.8947368421,57.8947368421,72.3684210526,67.1052631579,48.6842105263,53.9473684211,76.3157894737,65.7894736842,78.9473684211,72.3684210526,76.3157894737,67.1052631579,65.7894736842,63.1578947368,50,55.2631578947,69.7368421053
3.1.6.5.0,Tecnici dell'organizzazione del traffico portuale,72.619047619,71.4285714286,80.9523809524,61.9047619048,73.8095238095,78.5714285714,79.7619047619,75,61.9047619048,72.619047619,78.5714285714,77.380952381,77.380952381,75,86.9047619048,82.1428571429,80.9523809524,64.2857142857,64.2857142857,61.9047619048,71.4285714286
3.1.7.1.0,Fotografi e professioni assimilate,85.2272727273,78.4090909091,76.1363636364,76.1363636364,67.0454545455,35.2272727273,32.9545454545,65.9090909091,55.6818181818,50,61.3636363636,63.6363636364,53.4090909091,64.7727272727,67.0454545455,,,,90.9090909091,,85.2272727273
3.1.7.2.1,Tecnici degli apparati audio-video e della ripresa video-cinematografica,75,66.25,77.5,55,58.75,36.25,43.75,68.75,57.5,50,56.25,67.5,72.5,75,70,67.3076923077,67.3076923077,63.4615384615,75,53.8461538462,66.25
3.1.7.2.2,Tecnici del suono,80.9523809524,76.1904761905,69.0476190476,59.5238095238,51.1904761905,42.8571428571,41.6666666667,73.8095238095,55.9523809524,63.0952380952,63.0952380952,72.619047619,72.619047619,73.8095238095,71.4285714286,66.0714285714,62.5,51.7857142857,76.1904761905,57.1428571429,61.9047619048
3.1.7.2.3,Tecnici del montaggio audio-video-cinematografico,79.7619047619,76.1904761905,78.5714285714,57.1428571429,53.5714285714,41.6666666667,42.8571428571,73.8095238095,57.1428571429,54.7619047619,51.1904761905,69.0476190476,73.8095238095,77.380952381,72.619047619,69.2307692308,69.2307692308,67.3076923077,80.9523809524,51.9230769231,59.5238095238
3.1.7.3.0,Tecnici di apparati medicali e per la diagnostica medica,84.7826086957,77.1739130435,85.8695652174,73.9130434783,76.0869565217,61.9565217391,63.0434782609,79.347826087,64.1304347826,67.3913043478,67.3913043478,78.2608695652,68.4782608696,67.3913043478,82.6086956522,83.3333333333,75,83.3333333333,70.652173913,63.8888888889,71.7391304348
3.1.8.1.0,Tecnici della sicurezza degli impianti,79.4117647059,76.4705882353,86.7647058824,77.9411764706,75,60.2941176471,67.6470588235,61.7647058824,50,55.8823529412,66.1764705882,73.5294117647,72.0588235294,85.2941176471,91.1764705882,72.0588235294,70.5882352941,70.5882352941,73.5294117647,67.6470588235,73.5294117647
3.1.8.2.0,Tecnici della sicurezza sul lavoro,73.9583333333,68.75,84.375,59.375,81.25,52.0833333333,58.3333333333,63.5416666667,61.4583333333,51.0416666667,79.1666666667,64.5833333333,69.7916666667,80.2083333333,82.2916666667,78.125,65.625,62.5,68.75,71.875,72.9166666667
3.1.8.3.1,Tecnici del controllo ambientale,76.1904761905,69.0476190476,78.5714285714,58.3333333333,67.8571428571,53.5714285714,83.3333333333,66.6666666667,54.7619047619,50,58.3333333333,69.0476190476,69.0476190476,75,84.5238095238,61.9047619048,61.9047619048,52.380952381,52.380952381,61.9047619048,63.0952380952
3.1.8.3.2,Tecnici della raccolta e trattamento dei rifiuti e della bonifica ambientale,66.25,63.75,75,68.75,67.5,66.25,55,72.5,62.5,62.5,77.5,63.75,71.25,71.25,80,78.5714285714,67.8571428571,66.0714285714,61.25,64.2857142857,71.25
3.2.1.1.1,Professioni sanitarie infermieristiche,78.75,68.75,86.25,56.25,68.75,40,67.5,77.5,57.5,53.75,82.5,76.25,72.5,87.5,86.25,73.75,68.75,62.5,53.75,58.75,48.75
3.2.1.1.2,Professioni sanitarie ostetriche,80.9523809524,78.5714285714,82.1428571429,72.619047619,59.5238095238,39.2857142857,59.5238095238,76.1904761905,60.7142857143,50,59.5238095238,73.8095238095,69.0476190476,85.7142857143,84.5238095238,67.8571428571,72.619047619,66.6666666667,52.380952381,45.2380952381,58.3333333333
3.2.1.2.1,Podologi,81.25,87.5,84.375,87.5,65.625,65.625,59.375,71.875,50,78.125,46.875,65.625,75,90.625,87.5,100,25,25,75,75,90.625
3.2.1.2.2,Fisioterapisti,85.2272727273,77.2727272727,79.5454545455,65.9090909091,73.8636363636,45.4545454545,47.7272727273,69.3181818182,51.1363636364,59.0909090909,54.5454545455,67.0454545455,73.8636363636,85.2272727273,84.0909090909,70.8333333333,62.5,54.1666666667,71.5909090909,54.1666666667,75
3.2.1.2.3,Logopedisti,79.7619047619,77.380952381,80.9523809524,63.0952380952,60.7142857143,40.4761904762,63.0952380952,72.619047619,46.4285714286,51.1904761905,52.380952381,77.380952381,78.5714285714,91.6666666667,86.9047619048,68.4210526316,71.0526315789,63.1578947368,76.1904761905,65.7894736842,65.4761904762
3.2.1.2.4,Ortottisti - assistenti di oftalmologia,76.1904761905,73.8095238095,78.5714285714,75,71.4285714286,47.619047619,57.1428571429,66.6666666667,38.0952380952,47.619047619,50,65.4761904762,73.8095238095,90.4761904762,88.0952380952,67.8571428571,66.0714285714,58.9285714286,60.7142857143,66.0714285714,66.6666666667
3.2.1.2.5,Terapisti della neuro e psicomotricità dell’età evolutiva,80,76.25,86.25,61.25,67.5,22.5,51.25,61.25,31.25,50,50,62.5,76.25,91.25,88.75,61.1111111111,72.2222222222,59.7222222222,73.75,59.7222222222,60
3.2.1.2.6,Tecnici riabilitazione psichiatrica,78.5714285714,79.7619047619,84.5238095238,39.2857142857,80.9523809524,36.9047619048,51.1904761905,63.0952380952,48.8095238095,61.9047619048,53.5714285714,66.6666666667,73.8095238095,91.6666666667,92.8571428571,73.6111111111,69.4444444444,68.0555555556,80.9523809524,50,54.7619047619
3.2.1.2.7,Educatori professionali,73.8636363636,72.7272727273,87.5,38.6363636364,72.7272727273,46.5909090909,55.6818181818,68.1818181818,47.7272727273,62.5,65.9090909091,76.1363636364,78.4090909091,88.6363636364,87.5,76.1363636364,73.8636363636,72.7272727273,70.4545454545,51.1363636364,55.6818181818
3.2.1.2.8,Terapisti occupazionali,75,62.5,79.1666666667,43.75,75,33.3333333333,56.25,68.75,62.5,52.0833333333,56.25,68.75,66.6666666667,85.4166666667,85.4166666667,72.7272727273,68.1818181818,63.6363636364,79.1666666667,56.8181818182,52.0833333333
3.2.1.3.1,Tecnici audiometristi,88.75,73.75,87.5,77.5,75,40,73.75,72.5,45,56.25,50,78.75,78.75,90,93.75,71.25,71.25,63.75,61.25,55,60
3.2.1.3.2,Tecnici sanitari di laboratorio biomedico,78.9473684211,78.9473684211,71.0526315789,73.6842105263,48.6842105263,51.3157894737,59.2105263158,73.6842105263,47.3684210526,59.2105263158,44.7368421053,65.7894736842,75,81.5789473684,82.8947368421,72.0588235294,73.5294117647,73.5294117647,38.1578947368,57.3529411765,42.1052631579
3.2.1.3.3,Tecnici sanitari di radiologia medica,78.5714285714,72.619047619,76.1904761905,71.4285714286,67.8571428571,50,78.5714285714,75,59.5238095238,58.3333333333,59.5238095238,70.2380952381,75,86.9047619048,84.5238095238,67.8571428571,73.8095238095,63.0952380952,50,40.4761904762,44.0476190476
3.2.1.3.4,Tecnici di neurofisiopatologia,67.8571428571,69.0476190476,72.619047619,75,70.2380952381,34.5238095238,69.0476190476,75,36.9047619048,50,46.4285714286,65.4761904762,73.8095238095,94.0476190476,88.0952380952,61.25,68.75,66.25,60.7142857143,58.75,53.5714285714
3.2.1.4.1,Tecnici ortopedici,81.6666666667,80.8333333333,79.1666666667,70.8333333333,77.5,57.5,65,74.1666666667,67.5,60.8333333333,73.3333333333,75,70.8333333333,90.8333333333,87.5,89.2857142857,89.2857142857,71.4285714286,78.3333333333,53.5714285714,73.3333333333
3.2.1.4.2,Tecnici audioprotesisti,79.7619047619,86.9047619048,88.0952380952,67.8571428571,70.2380952381,64.2857142857,63.0952380952,80.9523809524,61.9047619048,72.619047619,51.1904761905,71.4285714286,66.6666666667,88.0952380952,80.9523809524,70.8333333333,62.5,62.5,73.8095238095,66.6666666667,75
3.2.1.4.3,Igienisti dentali,81.25,81.25,73.75,75,47.5,68.75,57.5,77.5,37.5,68.75,57.5,65,78.75,77.5,90,75,81.25,68.75,58.75,56.25,63.75
3.2.1.4.4,Tecnici della fisiopatologia cardiocircolatoria e della perfusione cardiovascolare,86.9047619048,75,85.7142857143,69.0476190476,47.619047619,34.5238095238,67.8571428571,73.8095238095,53.5714285714,50,53.5714285714,67.8571428571,72.619047619,85.7142857143,86.9047619048,59.5238095238,66.6666666667,57.1428571429,53.5714285714,59.5238095238,55.9523809524
3.2.1.4.5,Dietisti,84.0909090909,65.9090909091,73.8636363636,68.1818181818,59.0909090909,40.9090909091,54.5454545455,63.6363636364,52.2727272727,57.9545454545,73.8636363636,72.7272727273,76.1363636364,86.3636363636,87.5,67.5,67.5,58.75,72.7272727273,65,67.0454545455
3.2.1.5.1,Tecnici della prevenzione nell’ambiente e nei luoghi di lavoro,80,66.25,83.75,60,76.25,45,76.25,61.25,58.75,55,72.5,66.25,70,85,86.25,60,67.5,60,46.25,62.5,71.25
3.2.1.5.2,Assistenti sanitari,78.5714285714,72.619047619,83.3333333333,64.2857142857,75,41.6666666667,71.4285714286,66.6666666667,48.8095238095,54.7619047619,64.2857142857,73.8095238095,80.9523809524,90.4761904762,83.3333333333,69.0476190476,61.9047619048,59.5238095238,67.8571428571,65.4761904762,66.6666666667
3.2.1.6.1,Ottici e optometristi,73.8095238095,72.619047619,88.0952380952,73.8095238095,59.5238095238,55.9523809524,57.1428571429,71.4285714286,46.4285714286,54.7619047619,61.9047619048,72.619047619,65.4761904762,65.4761904762,76.1904761905,75,12.5,12.5,65.4761904762,50,80.9523809524
3.2.1.6.2,Odontotecnici,90,75,83.75,76.25,65,40,40,75,45,45,48.75,55,60,72.5,76.25,,,,65,,60
3.2.1.7.0,Tecnici della medicina popolare,88.1578947368,90.7894736842,85.5263157895,82.8947368421,69.7368421053,46.0526315789,55.2631578947,85.5263157895,38.1578947368,73.6842105263,56.5789473684,73.6842105263,82.8947368421,93.4210526316,96.0526315789,81.25,81.25,75,88.1578947368,62.5,92.1052631579
3.2.2.1.1,Tecnici agronomi,80,76.25,83.75,60,71.25,41.25,43.75,65,52.5,47.5,71.25,58.75,73.75,77.5,83.75,75,75,50,58.75,50,78.75
3.2.2.1.2,Tecnici forestali,71.6666666667,68.3333333333,78.3333333333,60,78.3333333333,56.6666666667,70,73.3333333333,53.3333333333,53.3333333333,66.6666666667,63.3333333333,66.6666666667,76.6666666667,75,58.3333333333,65,50,61.6666666667,65,73.3333333333
3.2.2.2.0,Zootecnici,90,87.5,92.5,62.5,70,60,57.5,72.5,52.5,55,75,75,70,82.5,82.5,70,60,50,77.5,80,80
3.2.2.3.1,Tecnici di laboratorio biochimico,73.8095238095,69.0476190476,67.8571428571,71.4285714286,63.0952380952,46.4285714286,70.2380952381,70.2380952381,51.1904761905,47.619047619,47.619047619,60.7142857143,72.619047619,72.619047619,78.5714285714,66.6666666667,67.8571428571,58.3333333333,48.8095238095,55.9523809524,48.8095238095
3.2.2.3.2,Tecnici dei prodotti alimentari,80.9523809524,82.1428571429,79.7619047619,64.2857142857,71.4285714286,63.0952380952,64.2857142857,75,59.5238095238,69.0476190476,82.1428571429,75,67.8571428571,66.6666666667,77.380952381,75,69.6428571429,58.9285714286,83.3333333333,62.5,75
3.2.2.3.3,Tecnici di laboratorio veterinario,85.7142857143,69.0476190476,79.7619047619,66.6666666667,71.4285714286,35.7142857143,33.3333333333,67.8571428571,38.0952380952,47.619047619,45.2380952381,64.2857142857,73.8095238095,73.8095238095,73.8095238095,72.5,75,55,57.1428571429,52.5,69.0476190476
3.3.1.1.1,Segretari amministrativi e tecnici degli affari generali,77.7777777778,72.2222222222,83.3333333333,73.1481481481,80.5555555556,42.5925925926,75.9259259259,73.1481481481,47.2222222222,58.3333333333,72.2222222222,74.0740740741,79.6296296296,82.4074074074,83.3333333333,75.9615384615,70.1923076923,58.6538461538,64.8148148148,71.1538461538,64.8148148148
3.3.1.1.2,Assistenti di archivio e di biblioteca,73.8095238095,72.619047619,76.1904761905,67.8571428571,65.4761904762,32.1428571429,67.8571428571,73.8095238095,48.8095238095,55.9523809524,46.4285714286,69.0476190476,67.8571428571,77.380952381,83.3333333333,68.4210526316,75,63.1578947368,57.1428571429,56.5789473684,51.1904761905
3.3.1.2.1,Contabili,78.0303030303,64.3939393939,85.6060606061,56.8181818182,63.6363636364,50.7575757576,56.0606060606,69.696969697,46.2121212121,56.8181818182,63.6363636364,67.4242424242,78.7878787879,75,76.5151515152,77.5,77.5,70,53.0303030303,63.75,68.1818181818
3.3.1.2.2,Economi e tesorieri,75,61.9047619048,77.380952381,64.2857142857,69.0476190476,41.6666666667,73.8095238095,71.4285714286,57.1428571429,47.619047619,61.9047619048,66.6666666667,71.4285714286,70.2380952381,78.5714285714,66.6666666667,63.0952380952,53.5714285714,57.1428571429,66.6666666667,64.2857142857
