up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
6.5.1.2.1,Panettieri,70.8333333333,10.4166666667,66.6666666667,11.4583333333,46.875,66.6666666667,57.2916666667,59.375,58.3333333333,50,63.5416666667,27.0833333333,40.625,10.4166666667,54.1666666667,61.4583333333,2.0833333333,0,1.0416666667,10.4166666667,46.875,35.4166666667,55.2083333333,3.125,1.0416666667,2.0833333333,2.0833333333,0,1.0416666667,0,14.5833333333,21.875,55.2083333333,9.375,2.0833333333,57.2916666667,14.5833333333,20.8333333333,92.7083333333,84.375,32.2916666667,72.9166666667,20.8333333333,1.0416666667,41.6666666667,58.3333333333,66.6666666667,79.1666666667,47.9166666667,79.1666666667,56.25,78.125,61.4583333333,91.6666666667,70.8333333333,8.3333333333,5.125
6.5.1.2.2,Pastai,71.4285714286,2.380952381,76.1904761905,38.0952380952,51.1904761905,83.3333333333,55.9523809524,84.5238095238,53.5714285714,63.0952380952,61.9047619048,34.5238095238,51.1904761905,2.380952381,91.6666666667,34.5238095238,1.1904761905,1.1904761905,1.1904761905,2.380952381,66.6666666667,36.9047619048,5.9523809524,0,1.1904761905,2.380952381,0,0,0,1.1904761905,0,17.8571428571,36.9047619048,15.4761904762,4.7619047619,32.1428571429,13.0952380952,11.9047619048,92.8571428571,88.0952380952,28.5714285714,64.2857142857,34.5238095238,0,42.8571428571,76.1904761905,78.5714285714,92.8571428571,35.7142857143,78.5714285714,50,90.4761904762,57.1428571429,72.619047619,52.380952381,16.6666666667,4.7142857143
6.5.1.3.1,Pasticcieri e cioccolatai,73.8095238095,20.2380952381,67.8571428571,29.7619047619,54.7619047619,65.4761904762,71.4285714286,67.8571428571,61.9047619048,60.7142857143,63.0952380952,41.6666666667,36.9047619048,1.1904761905,33.3333333333,90.4761904762,13.0952380952,3.5714285714,0,14.2857142857,66.6666666667,30.9523809524,51.1904761905,0,2.380952381,1.1904761905,2.380952381,0,1.1904761905,0,1.1904761905,28.5714285714,64.2857142857,10.7142857143,2.380952381,58.3333333333,23.8095238095,11.9047619048,92.8571428571,86.9047619048,35.7142857143,61.9047619048,15.4761904762,0,44.0476190476,57.1428571429,76.1904761905,80.9523809524,42.8571428571,77.380952381,57.1428571429,76.1904761905,61.9047619048,92.8571428571,57.1428571429,11.9047619048,4.7142857143
6.5.1.3.2,Gelatai,72.619047619,4.7619047619,90.4761904762,65.4761904762,67.8571428571,72.619047619,73.8095238095,70.2380952381,71.4285714286,61.9047619048,71.4285714286,36.9047619048,38.0952380952,2.380952381,72.619047619,39.2857142857,1.1904761905,0,0,3.5714285714,65.4761904762,55.9523809524,50,1.1904761905,0,0,1.1904761905,0,0,0,2.380952381,19.0476190476,29.7619047619,16.6666666667,2.380952381,35.7142857143,2.380952381,2.380952381,86.9047619048,73.8095238095,16.6666666667,47.619047619,45.2380952381,1.1904761905,51.1904761905,63.0952380952,72.619047619,79.7619047619,50,88.0952380952,46.4285714286,84.5238095238,66.6666666667,86.9047619048,63.0952380952,54.7619047619,4.2857142857
6.5.1.3.3,Conservieri,81.9444444444,18.0555555556,95.8333333333,90.2777777778,90.2777777778,93.0555555556,72.2222222222,70.8333333333,66.6666666667,65.2777777778,69.4444444444,30.5555555556,38.8888888889,2.7777777778,73.6111111111,69.4444444444,11.1111111111,1.3888888889,15.2777777778,25,51.3888888889,48.6111111111,36.1111111111,0,0,2.7777777778,1.3888888889,0,0,1.3888888889,5.5555555556,15.2777777778,25,34.7222222222,6.9444444444,50,15.2777777778,8.3333333333,65.2777777778,69.4444444444,23.6111111111,44.4444444444,47.2222222222,2.7777777778,44.4444444444,75,83.3333333333,77.7777777778,50,79.1666666667,52.7777777778,86.1111111111,70.8333333333,63.8888888889,63.8888888889,38.8888888889,4.1666666667
6.5.1.4.0,Degustatori e classificatori di prodotti alimentari e bevande,76.3157894737,35.5263157895,84.2105263158,90.7894736842,77.6315789474,80.2631578947,81.5789473684,61.8421052632,65.7894736842,27.6315789474,53.9473684211,40.7894736842,40.7894736842,0,89.4736842105,35.5263157895,21.0526315789,14.4736842105,0,1.3157894737,55.2631578947,38.1578947368,9.2105263158,1.3157894737,5.2631578947,2.6315789474,1.3157894737,0,3.9473684211,10.5263157895,14.4736842105,11.8421052632,11.8421052632,67.1052631579,6.5789473684,18.4210526316,6.5789473684,3.9473684211,40.7894736842,50,6.5789473684,18.4210526316,27.6315789474,2.6315789474,47.3684210526,59.2105263158,55.2631578947,59.2105263158,27.6315789474,89.4736842105,42.1052631579,67.1052631579,34.2105263158,72.3684210526,39.4736842105,18.4210526316,3
6.5.1.5.0,Artigiani ed operai specializzati delle lavorazioni artigianali casearie,63.75,1.25,82.5,35,48.75,72.5,51.25,61.25,48.75,67.5,75,36.25,41.25,0,37.5,90,56.25,16.25,1.25,58.75,82.5,53.75,76.25,0,0,2.5,2.5,0,0,25,15,13.75,41.25,10,5,51.25,7.5,6.25,83.75,77.5,27.5,72.5,70,0,48.75,60,71.25,81.25,47.5,75,51.25,82.5,56.25,78.75,61.25,2.5,4.95
6.5.1.6.0,Operai specializzati della preparazione e della lavorazione delle foglie di tabacco,67.1875,6.25,53.125,14.0625,18.75,32.8125,51.5625,21.875,46.875,35.9375,43.75,14.0625,12.5,1.5625,26.5625,75,3.125,3.125,0,3.125,40.625,46.875,40.625,1.5625,3.125,1.5625,0,0,1.5625,20.3125,1.5625,17.1875,46.875,18.75,14.0625,35.9375,1.5625,0,81.25,54.6875,10.9375,42.1875,90.625,1.5625,50,40.625,35.9375,37.5,32.8125,65.625,31.25,39.0625,32.8125,62.5,45.3125,43.75,4.125
6.5.2.1.1,"Stagionatori, ed operai specializzati del primo trattamento del legno",55.8823529412,0,63.2352941176,38.2352941176,54.4117647059,51.4705882353,36.7647058824,36.7647058824,29.4117647059,36.7647058824,47.0588235294,29.4117647059,27.9411764706,0,14.7058823529,75,58.8235294118,55.8823529412,48.5294117647,19.1176470588,38.2352941176,67.6470588235,39.7058823529,2.9411764706,1.4705882353,4.4117647059,20.5882352941,0,0,4.4117647059,16.1764705882,77.9411764706,47.0588235294,23.5294117647,13.2352941176,48.5294117647,22.0588235294,7.3529411765,73.5294117647,79.4117647059,38.2352941176,45.5882352941,94.1176470588,7.3529411765,61.7647058824,54.4117647059,51.4705882353,64.7058823529,42.6470588235,66.1764705882,38.2352941176,70.5882352941,27.9411764706,57.3529411765,66.1764705882,14.7058823529,3.4705882353
6.5.2.1.2,"Curvatori, sagomatori ed operai specializzati della prima lavorazione del legno",73.0769230769,3.8461538462,73.0769230769,59.6153846154,76.9230769231,75,63.4615384615,38.4615384615,40.3846153846,42.3076923077,44.2307692308,34.6153846154,26.9230769231,0,21.1538461538,90.3846153846,30.7692307692,32.6923076923,21.1538461538,11.5384615385,48.0769230769,55.7692307692,28.8461538462,3.8461538462,1.9230769231,11.5384615385,15.3846153846,0,0,11.5384615385,11.5384615385,75,53.8461538462,11.5384615385,11.5384615385,44.2307692308,30.7692307692,15.3846153846,90.3846153846,76.9230769231,38.4615384615,55.7692307692,84.6153846154,23.0769230769,55.7692307692,63.4615384615,51.9230769231,55.7692307692,36.5384615385,80.7692307692,36.5384615385,63.4615384615,48.0769230769,73.0769230769,61.5384615385,26.9230769231,2.9230769231
6.5.2.2.1,Attrezzisti di falegnameria,86.1111111111,0,72.2222222222,52.7777777778,75,77.7777777778,70.8333333333,43.0555555556,41.6666666667,30.5555555556,52.7777777778,36.1111111111,26.3888888889,0,20.8333333333,91.6666666667,8.3333333333,4.1666666667,2.7777777778,1.3888888889,37.5,84.7222222222,31.9444444444,2.7777777778,19.4444444444,13.8888888889,6.9444444444,0,0,16.6666666667,20.8333333333,69.4444444444,55.5555555556,26.3888888889,18.0555555556,33.3333333333,23.6111111111,13.8888888889,84.7222222222,79.1666666667,34.7222222222,36.1111111111,75,0,59.7222222222,63.8888888889,56.9444444444,65.2777777778,40.2777777778,87.5,47.2222222222,62.5,47.2222222222,76.3888888889,65.2777777778,11.1111111111,3.6666666667
6.5.2.2.2,Falegnami,66.6666666667,2.7777777778,89.8148148148,60.1851851852,73.1481481481,64.8148148148,50.9259259259,66.6666666667,46.2962962963,42.5925925926,46.2962962963,25.9259259259,25,0,58.3333333333,52.7777777778,7.4074074074,11.1111111111,1.8518518519,14.8148148148,30.5555555556,54.6296296296,25,3.7037037037,3.7037037037,17.5925925926,0.9259259259,0,0,10.1851851852,13.8888888889,68.5185185185,55.5555555556,18.5185185185,12.962962963,34.2592592593,26.8518518519,19.4444444444,87.037037037,75,32.4074074074,36.1111111111,64.8148148148,0.9259259259,51.8518518519,67.5925925926,56.4814814815,78.7037037037,25.9259259259,90.7407407407,36.1111111111,87.962962963,66.6666666667,65.7407407407,49.0740740741,22.2222222222,3.7037037037
6.5.2.2.3,Montatori di mobili,89.2857142857,0,78.5714285714,51.7857142857,58.9285714286,73.2142857143,80.3571428571,42.8571428571,57.1428571429,51.7857142857,48.2142857143,44.6428571429,41.0714285714,0,69.6428571429,87.5,5.3571428571,5.3571428571,12.5,23.2142857143,64.2857142857,48.2142857143,30.3571428571,8.9285714286,1.7857142857,35.7142857143,14.2857142857,0,1.7857142857,25,10.7142857143,46.4285714286,26.7857142857,10.7142857143,30.3571428571,55.3571428571,35.7142857143,19.6428571429,85.7142857143,91.0714285714,33.9285714286,35.7142857143,67.8571428571,5.3571428571,42.8571428571,51.7857142857,48.2142857143,51.7857142857,25,85.7142857143,50,55.3571428571,55.3571428571,71.4285714286,30.3571428571,14.2857142857,3.5
6.5.2.3.1,Impagliatori e lavoranti in vimini e setole,50,1.9230769231,78.8461538462,59.6153846154,42.3076923077,65.3846153846,15.3846153846,57.6923076923,17.3076923077,21.1538461538,19.2307692308,17.3076923077,15.3846153846,1.9230769231,36.5384615385,67.3076923077,7.6923076923,7.6923076923,0,0,26.9230769231,5.7692307692,7.6923076923,1.9230769231,1.9230769231,5.7692307692,0,0,0,0,0,3.8461538462,50,57.6923076923,3.8461538462,23.0769230769,13.4615384615,7.6923076923,46.1538461538,90.3846153846,34.6153846154,75,15.3846153846,0,30.7692307692,57.6923076923,59.6153846154,88.4615384615,19.2307692308,82.6923076923,38.4615384615,90.3846153846,26.9230769231,59.6153846154,9.6153846154,11.5384615385,4.0769230769
6.5.2.3.2,Cordai e intrecciatori di fibre,85.7142857143,23.2142857143,89.2857142857,53.5714285714,51.7857142857,67.8571428571,67.8571428571,50,53.5714285714,53.5714285714,58.9285714286,28.5714285714,14.2857142857,0,91.0714285714,35.7142857143,7.1428571429,5.3571428571,1.7857142857,1.7857142857,51.7857142857,67.8571428571,16.0714285714,3.5714285714,0,1.7857142857,0,0,0,3.5714285714,0,32.1428571429,53.5714285714,37.5,1.7857142857,28.5714285714,12.5,1.7857142857,62.5,78.5714285714,23.2142857143,69.6428571429,67.8571428571,0,32.1428571429,55.3571428571,55.3571428571,64.2857142857,60.7142857143,87.5,60.7142857143,55.3571428571,60.7142857143,71.4285714286,69.6428571429,3.5714285714,3.5
6.5.2.3.3,Lavoranti in giunco e canna,47.7272727273,4.5454545455,86.3636363636,56.8181818182,68.1818181818,61.3636363636,36.3636363636,54.5454545455,36.3636363636,38.6363636364,27.2727272727,18.1818181818,20.4545454545,0,27.2727272727,47.7272727273,34.0909090909,29.5454545455,2.2727272727,22.7272727273,22.7272727273,50,36.3636363636,18.1818181818,15.9090909091,20.4545454545,13.6363636364,0,4.5454545455,4.5454545455,18.1818181818,52.2727272727,65.9090909091,34.0909090909,11.3636363636,29.5454545455,29.5454545455,9.0909090909,70.4545454545,93.1818181818,34.0909090909,70.4545454545,40.9090909091,4.5454545455,31.8181818182,45.4545454545,47.7272727273,79.5454545455,11.3636363636,79.5454545455,34.0909090909,81.8181818182,43.1818181818,52.2727272727,31.8181818182,22.7272727273,3.8181818182
6.5.2.3.4,Lavoranti in sughero e spugna,51.4705882353,4.4117647059,58.8235294118,47.0588235294,60.2941176471,42.6470588235,38.2352941176,42.6470588235,42.6470588235,39.7058823529,42.6470588235,19.1176470588,20.5882352941,0,70.5882352941,41.1764705882,22.0588235294,10.2941176471,10.2941176471,1.4705882353,41.1764705882,50,29.4117647059,2.9411764706,1.4705882353,1.4705882353,0,0,0,0,1.4705882353,26.4705882353,33.8235294118,45.5882352941,1.4705882353,32.3529411765,4.4117647059,5.8823529412,60.2941176471,63.2352941176,5.8823529412,42.6470588235,32.3529411765,2.9411764706,36.7647058824,47.0588235294,39.7058823529,51.4705882353,58.8235294118,75,32.3529411765,51.4705882353,30.8823529412,66.1764705882,54.4117647059,8.8235294118,3.4705882353
6.5.3.1.0,Preparatori di fibre,61.9047619048,0,44.0476190476,14.2857142857,46.4285714286,63.0952380952,64.2857142857,14.2857142857,35.7142857143,27.380952381,26.1904761905,27.380952381,29.7619047619,0,28.5714285714,92.8571428571,4.7619047619,2.380952381,17.8571428571,10.7142857143,38.0952380952,79.7619047619,30.9523809524,2.380952381,1.1904761905,3.5714285714,0,0,0,16.6666666667,2.380952381,17.8571428571,22.619047619,14.2857142857,15.4761904762,60.7142857143,29.7619047619,14.2857142857,85.7142857143,84.5238095238,42.8571428571,54.7619047619,77.380952381,1.1904761905,51.1904761905,38.0952380952,30.9523809524,44.0476190476,52.380952381,64.2857142857,41.6666666667,53.5714285714,22.619047619,33.3333333333,61.9047619048,4.7619047619,3.380952381
6.5.3.2.1,Tessitori,60.7142857143,1.1904761905,92.8571428571,45.2380952381,69.0476190476,52.380952381,52.380952381,52.380952381,41.6666666667,53.5714285714,63.0952380952,38.0952380952,19.0476190476,2.380952381,66.6666666667,38.0952380952,1.1904761905,2.380952381,1.1904761905,3.5714285714,34.5238095238,70.2380952381,4.7619047619,1.1904761905,14.2857142857,2.380952381,1.1904761905,0,0,1.1904761905,0,28.5714285714,25,32.1428571429,4.7619047619,48.8095238095,17.8571428571,7.1428571429,88.0952380952,86.9047619048,19.0476190476,52.380952381,42.8571428571,0,42.8571428571,64.2857142857,59.5238095238,60.7142857143,70.2380952381,80.9523809524,55.9523809524,63.0952380952,63.0952380952,72.619047619,79.7619047619,26.1904761905,4.7619047619
6.5.3.2.2,Maglieristi,61.25,5,56.25,51.25,61.25,50,63.75,41.25,42.5,42.5,45,33.75,17.5,0,71.25,36.25,16.25,1.25,0,15,55,43.75,3.75,2.5,0,5,0,0,0,0,2.5,27.5,18.75,61.25,3.75,30,11.25,5,52.5,73.75,12.5,55,13.75,1.25,40,45,38.75,58.75,61.25,90,53.75,60,53.75,81.25,66.25,12.5,4
6.5.3.2.3,Tintori e addetti al trattamento chimico dei tessuti,57.8947368421,3.9473684211,68.4210526316,61.8421052632,61.8421052632,64.4736842105,71.0526315789,43.4210526316,61.8421052632,50,64.4736842105,44.7368421053,31.5789473684,0,65.7894736842,44.7368421053,1.3157894737,0,0,2.6315789474,53.9473684211,44.7368421053,30.2631578947,2.6315789474,25,0,2.6315789474,0,0,0,53.9473684211,13.1578947368,17.1052631579,28.9473684211,0,35.5263157895,1.3157894737,0,77.6315789474,71.0526315789,11.8421052632,28.9473684211,61.8421052632,1.3157894737,56.5789473684,56.5789473684,56.5789473684,53.9473684211,46.0526315789,82.8947368421,28.9473684211,46.0526315789,39.4736842105,73.6842105263,72.3684210526,21.0526315789,3.7368421053
6.5.3.3.1,Modellisti di capi di abbigliamento,75,2.5,83.75,70,90,66.25,83.75,37.5,58.75,27.5,60,40,33.75,1.25,92.5,25,0,0,0,0,51.25,20,1.25,1.25,2.5,0,0,0,0,0,0,0,6.25,51.25,1.25,26.25,12.5,6.25,57.5,67.5,11.25,36.25,1.25,0,56.25,66.25,63.75,68.75,25,96.25,27.5,62.5,52.5,87.5,13.75,10,3.25
6.5.3.3.2,Tagliatori di capi di abbigliamento,66.6666666667,2.380952381,52.380952381,25,54.7619047619,57.1428571429,57.1428571429,14.2857142857,34.5238095238,26.1904761905,46.4285714286,30.9523809524,22.619047619,1.1904761905,58.3333333333,30.9523809524,1.1904761905,1.1904761905,1.1904761905,1.1904761905,41.6666666667,22.619047619,7.1428571429,0,2.380952381,0,0,0,0,0,1.1904761905,32.1428571429,28.5714285714,14.2857142857,4.7619047619,35.7142857143,15.4761904762,7.1428571429,88.0952380952,75,25,51.1904761905,19.0476190476,0,51.1904761905,36.9047619048,34.5238095238,41.6666666667,34.5238095238,89.2857142857,36.9047619048,47.619047619,32.1428571429,91.6666666667,30.9523809524,16.6666666667,3.1428571429
6.5.3.3.3,Confezionatori di capi di abbigliamento,58.75,1.25,52.5,18.75,61.25,60,67.5,20,42.5,21.25,32.5,26.25,22.5,0,70,38.75,2.5,1.25,0,2.5,52.5,20,3.75,0,1.25,0,0,0,0,0,1.25,20,41.25,61.25,0,23.75,5,5,40,76.25,20,56.25,2.5,0,45,46.25,55,48.75,32.5,88.75,40,51.25,37.5,83.75,43.75,25,3.1
6.5.3.3.4,Sarti,67.5,5,88.75,45,53.75,75,43.75,75,37.5,35,43.75,18.75,25,0,95,2.5,0,1.25,0,1.25,41.25,17.5,1.25,0,1.25,0,0,0,0,0,0,1.25,28.75,51.25,2.5,23.75,16.25,6.25,56.25,65,17.5,53.75,2.5,1.25,40,61.25,67.5,90,15,92.5,43.75,88.75,58.75,72.5,30,30,3.8
6.5.3.3.5,Cappellai,72.619047619,4.7619047619,65.4761904762,57.1428571429,72.619047619,66.6666666667,71.4285714286,47.619047619,54.7619047619,50,60.7142857143,34.5238095238,19.0476190476,1.1904761905,78.5714285714,25,1.1904761905,0,0,1.1904761905,52.380952381,25,14.2857142857,0,0,0,0,0,0,0,3.5714285714,2.380952381,14.2857142857,47.619047619,5.9523809524,28.5714285714,2.380952381,1.1904761905,53.5714285714,54.7619047619,3.5714285714,25,13.0952380952,0,46.4285714286,54.7619047619,57.1428571429,65.4761904762,20.2380952381,79.7619047619,32.1428571429,64.2857142857,58.3333333333,77.380952381,35.7142857143,11.9047619048,3.8095238095
6.5.3.4.1,Modellisti di pellicceria e di capi in pelle,87.5,2.7777777778,87.5,62.5,86.1111111111,83.3333333333,84.7222222222,55.5555555556,59.7222222222,23.6111111111,51.3888888889,38.8888888889,29.1666666667,0,91.6666666667,11.1111111111,1.3888888889,0,0,0,47.2222222222,13.8888888889,1.3888888889,1.3888888889,0,0,0,0,0,0,0,0,27.7777777778,40.2777777778,0,30.5555555556,4.1666666667,1.3888888889,63.8888888889,93.0555555556,15.2777777778,30.5555555556,1.3888888889,0,56.9444444444,56.9444444444,48.6111111111,58.3333333333,11.1111111111,93.0555555556,33.3333333333,70.8333333333,52.7777777778,81.9444444444,18.0555555556,22.2222222222,3.2777777778
6.5.3.4.2,Tagliatori di pellicceria e di capi in pelle,77.380952381,3.5714285714,45.2380952381,27.380952381,50,55.9523809524,76.1904761905,32.1428571429,41.6666666667,33.3333333333,57.1428571429,35.7142857143,35.7142857143,0,91.6666666667,22.619047619,1.1904761905,0,0,0,57.1428571429,17.8571428571,2.380952381,1.1904761905,0,1.1904761905,1.1904761905,0,0,2.380952381,2.380952381,4.7619047619,51.1904761905,23.8095238095,5.9523809524,22.619047619,4.7619047619,4.7619047619,84.5238095238,95.2380952381,19.0476190476,60.7142857143,22.619047619,0,47.619047619,48.8095238095,44.0476190476,54.7619047619,4.7619047619,95.2380952381,47.619047619,67.8571428571,48.8095238095,75,23.8095238095,19.0476190476,3.1904761905
6.5.3.4.3,Confezionatori di pellicceria e di capi in pelle,69.7368421053,1.3157894737,38.1578947368,18.4210526316,52.6315789474,56.5789473684,69.7368421053,36.8421052632,44.7368421053,23.6842105263,43.4210526316,27.6315789474,23.6842105263,0,94.7368421053,10.5263157895,0,0,0,0,59.2105263158,15.7894736842,1.3157894737,1.3157894737,5.2631578947,3.9473684211,0,0,0,0,3.9473684211,2.6315789474,61.8421052632,50,1.3157894737,22.3684210526,7.8947368421,1.3157894737,55.2631578947,85.5263157895,14.4736842105,59.2105263158,2.6315789474,2.6315789474,39.4736842105,48.6842105263,51.3157894737,56.5789473684,13.1578947368,90.7894736842,44.7368421053,59.2105263158,26.3157894737,81.5789473684,14.4736842105,15.7894736842,3.1578947368
6.5.3.4.4,Pellicciai e sarti in pelle,56.7307692308,2.8846153846,88.4615384615,52.8846153846,59.6153846154,64.4230769231,53.8461538462,66.3461538462,48.0769230769,48.0769230769,67.3076923077,24.0384615385,25,2.8846153846,89.4230769231,1.9230769231,0,0,0,0,44.2307692308,2.8846153846,0,0.9615384615,1.9230769231,1.9230769231,0,0,0,0,2.8846153846,12.5,43.2692307692,34.6153846154,1.9230769231,22.1153846154,1.9230769231,1.9230769231,61.5384615385,70.1923076923,2.8846153846,44.2307692308,1.9230769231,0,33.6538461538,54.8076923077,53.8461538462,85.5769230769,13.4615384615,92.3076923077,23.0769230769,85.5769230769,52.8846153846,69.2307692308,6.7307692308,34.6153846154,3.7307692308
6.5.3.5.1,Confezionatori e rifinitori di biancheria intima,78.75,1.25,63.75,27.5,50,62.5,57.5,36.25,42.5,41.25,52.5,27.5,26.25,0,65,40,0,0,0,3.75,46.25,23.75,6.25,1.25,0,1.25,0,0,0,0,0,13.75,28.75,53.75,0,23.75,3.75,1.25,50,90,11.25,56.25,2.5,0,35,57.5,45,65,28.75,86.25,33.75,66.25,47.5,60,36.25,7.5,3.6
6.5.3.5.2,Confezionatori e rifinitori di biancheria per la casa,71.0526315789,5.2631578947,77.6315789474,47.3684210526,65.7894736842,65.7894736842,57.8947368421,53.9473684211,42.1052631579,42.1052631579,36.8421052632,22.3684210526,30.2631578947,3.9473684211,71.0526315789,17.1052631579,3.9473684211,1.3157894737,2.6315789474,2.6315789474,57.8947368421,23.6842105263,3.9473684211,2.6315789474,0,10.5263157895,3.9473684211,0,1.3157894737,5.2631578947,2.6315789474,13.1578947368,32.8947368421,48.6842105263,6.5789473684,23.6842105263,14.4736842105,6.5789473684,48.6842105263,77.6315789474,22.3684210526,57.8947368421,18.4210526316,1.3157894737,32.8947368421,50,47.3684210526,60.5263157895,19.7368421053,86.8421052632,42.1052631579,60.5263157895,55.2631578947,63.1578947368,27.6315789474,31.5789473684,3.5789473684
6.5.3.5.3,Merlettai e ricamatrici a mano,63.8888888889,22.2222222222,61.1111111111,45.8333333333,51.3888888889,66.6666666667,55.5555555556,58.3333333333,34.7222222222,18.0555555556,27.7777777778,26.3888888889,20.8333333333,1.3888888889,93.0555555556,12.5,2.7777777778,1.3888888889,1.3888888889,1.3888888889,45.8333333333,15.2777777778,6.9444444444,1.3888888889,4.1666666667,2.7777777778,0,0,0,2.7777777778,0,4.1666666667,30.5555555556,70.8333333333,2.7777777778,15.2777777778,5.5555555556,4.1666666667,30.5555555556,66.6666666667,15.2777777778,70.8333333333,5.5555555556,0,29.1666666667,40.2777777778,43.0555555556,68.0555555556,16.6666666667,91.6666666667,45.8333333333,65.2777777778,50,59.7222222222,19.4444444444,5.5555555556,3.2777777778
6.5.3.5.4,Bottonai,57.5,3.75,53.75,46.25,70,36.25,60,18.75,41.25,40,40,22.5,18.75,0,36.25,76.25,0,0,0,1.25,50,60,2.5,0,2.5,2.5,0,0,0,1.25,1.25,20,32.5,25,0,5,2.5,2.5,72.5,68.75,1.25,38.75,60,0,33.75,55,60,70,52.5,92.5,20,63.75,37.5,83.75,66.25,7.5,3.65
6.5.3.6.1,Confezionatori di tende e drappeggi,66.6666666667,5.9523809524,90.4761904762,71.4285714286,85.7142857143,76.1904761905,46.4285714286,85.7142857143,46.4285714286,34.5238095238,41.6666666667,28.5714285714,39.2857142857,2.380952381,86.9047619048,32.1428571429,15.4761904762,5.9523809524,0,21.4285714286,42.8571428571,10.7142857143,16.6666666667,10.7142857143,1.1904761905,13.0952380952,0,0,0,38.0952380952,3.5714285714,16.6666666667,14.2857142857,40.4761904762,36.9047619048,29.7619047619,21.4285714286,30.9523809524,58.3333333333,72.619047619,33.3333333333,54.7619047619,20.2380952381,3.5714285714,50,53.5714285714,46.4285714286,83.3333333333,19.0476190476,90.4761904762,44.0476190476,82.1428571429,44.0476190476,55.9523809524,27.380952381,28.5714285714,3.7619047619
6.5.3.6.2,Modellisti di poltrone e divani,84.375,0,65.625,25,75,62.5,68.75,18.75,50,28.125,40.625,50,34.375,0,93.75,46.875,0,0,0,6.25,62.5,68.75,6.25,0,0,0,0,0,0,0,25,0,43.75,18.75,3.125,46.875,18.75,12.5,75,65.625,31.25,28.125,31.25,0,37.5,53.125,53.125,62.5,6.25,90.625,37.5,68.75,37.5,68.75,12.5,12.5,3.25
6.5.3.6.3,Tagliatori di imbottiture e rivestimenti di poltrone e divani,66.0714285714,1.7857142857,42.8571428571,12.5,46.4285714286,48.2142857143,64.2857142857,30.3571428571,39.2857142857,16.0714285714,28.5714285714,35.7142857143,23.2142857143,1.7857142857,57.1428571429,55.3571428571,0,0,3.5714285714,0,60.7142857143,23.2142857143,7.1428571429,1.7857142857,1.7857142857,3.5714285714,12.5,0,0,0,1.7857142857,19.6428571429,44.6428571429,10.7142857143,1.7857142857,37.5,30.3571428571,7.1428571429,94.6428571429,94.6428571429,41.0714285714,57.1428571429,35.7142857143,0,37.5,37.5,21.4285714286,51.7857142857,21.4285714286,85.7142857143,39.2857142857,53.5714285714,42.8571428571,76.7857142857,21.4285714286,7.1428571429,3.1428571429
6.5.3.6.4,Confezionatori di poltrone e divani,59.2105263158,0,30.2631578947,10.5263157895,28.9473684211,40.7894736842,63.1578947368,18.4210526316,38.1578947368,11.8421052632,28.9473684211,25,15.7894736842,0,43.4210526316,64.4736842105,0,2.6315789474,1.3157894737,0,63.1578947368,48.6842105263,18.4210526316,2.6315789474,2.6315789474,3.9473684211,17.1052631579,0,0,0,3.9473684211,17.1052631579,40.7894736842,38.1578947368,6.5789473684,31.5789473684,21.0526315789,11.8421052632,63.1578947368,88.1578947368,39.4736842105,72.3684210526,43.4210526316,0,46.0526315789,43.4210526316,35.5263157895,46.0526315789,38.1578947368,81.5789473684,46.0526315789,47.3684210526,28.9473684211,73.6842105263,39.4736842105,13.1578947368,2.8421052632
6.5.3.6.5,"Tappezzieri di poltrone, divani e assimilati",60,0,87.5,56.25,60,70,68.75,66.25,60,40,58.75,33.75,32.5,1.25,45,60,3.75,0,2.5,2.5,63.75,23.75,15,0,0,0,0,0,0,0,2.5,15,40,37.5,1.25,33.75,17.5,7.5,77.5,85,22.5,37.5,33.75,0,38.75,53.75,58.75,58.75,30,86.25,32.5,76.25,47.5,80,32.5,5,3.65
6.5.3.6.6,Materassai,73.75,5,95,78.75,72.5,81.25,61.25,78.75,48.75,60,58.75,28.75,41.25,1.25,71.25,52.5,1.25,1.25,1.25,21.25,37.5,11.25,6.25,0,1.25,1.25,0,0,0,0,0,3.75,18.75,36.25,3.75,38.75,7.5,3.75,68.75,78.75,17.5,37.5,23.75,0,22.5,60,71.25,88.75,28.75,77.5,33.75,87.5,62.5,66.25,33.75,12.5,3.7
