up_new,Descrizione,C1a,C1B,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,C6a,C6b,C7a,C7b,C8a,C8b,C9a,C9b,C10a,C10b,C11a,C11b,C12a,C12b,C13a,C13b,C14a,C14b,C15a,C15b,C16a,C16b,C17a,C17b,C18a,C18b,C19a,C19b,C20a,C20b,C21a,C21b,C22a,C22b,C23a,C23b,C24a,C24b,C25a,C25b,C26a,C26b,C27a,C27b,C28a,C28b,C29a,C29b,C30a,C30b,C31a,C31b,C32a,C32b,C33a,C33b,C34a,C34b,C35a,C35b
7.1.3.3.1,Conduttori di impianti per la formatura di articoli in ceramica e terracotta,55.5555555556,30.9523809524,77.7777777778,42.8571428571,47.2222222222,28.5714285714,62.5,36.5079365079,33.3333333333,20.6349206349,27.7777777778,22.2222222222,62.5,39.6825396825,65.2777777778,42.0634920635,45.8333333333,29.3650793651,62.5,37.3015873016,43.0555555556,26.1904761905,75,44.4444444444,26.3888888889,15.873015873,47.2222222222,29.3650793651,58.3333333333,36.5079365079,50,34.126984127,58.3333333333,34.9206349206,75,42.8571428571,41.6666666667,28.5714285714,63.8888888889,38.8888888889,37.5,18.253968254,5.5555555556,3.1746031746,76.3888888889,43.6507936508,62.5,40.4761904762,70.8333333333,47.619047619,65.2777777778,46.8253968254,68.0555555556,48.4126984127,50,35.7142857143,43.0555555556,35.7142857143,30.5555555556,30.1587301587,50,31.746031746,56.9444444444,36.5079365079,30.5555555556,21.4285714286,62.5,38.8888888889,37.5,24.6031746032
7.1.3.3.2,Conduttori di forni per la produzione di articoli in ceramica e terracotta,33.3333333333,28.5714285714,62.5,45.2380952381,29.1666666667,24.6031746032,48.6111111111,36.5079365079,26.3888888889,26.9841269841,33.3333333333,25.3968253968,45.8333333333,34.126984127,44.4444444444,37.3015873016,38.8888888889,30.1587301587,45.8333333333,36.5079365079,15.2777777778,13.4920634921,41.6666666667,30.1587301587,11.1111111111,12.6984126984,23.6111111111,23.0158730159,34.7222222222,26.9841269841,30.5555555556,23.0158730159,31.9444444444,25.3968253968,51.3888888889,38.8888888889,34.7222222222,27.7777777778,48.6111111111,38.0952380952,15.2777777778,9.5238095238,0,0,56.9444444444,46.0317460317,55.5555555556,40.4761904762,68.0555555556,54.7619047619,52.7777777778,39.6825396825,65.2777777778,50.7936507937,34.7222222222,31.746031746,40.2777777778,31.746031746,27.7777777778,25.3968253968,41.6666666667,35.7142857143,54.1666666667,38.8888888889,40.2777777778,34.9206349206,52.7777777778,38.8888888889,18.0555555556,15.873015873
7.1.3.4.1,Conduttori di impianti per la formatura di laterizi,42.5,36.4285714286,55,50,38.75,32.8571428571,51.25,45.7142857143,23.75,25.7142857143,7.5,7.1428357143,38.75,30,38.75,36.4285714286,23.75,23.5714285714,30,29.2857142857,22.5,22.8571428571,53.75,42.1428571429,13.75,13.5714285714,18.75,17.1428571429,40,35.7142857143,26.25,25,38.75,31.4285714286,20,20,7.5,9.2857142857,37.5,32.8571428571,8.75,13.5714285714,5,8.5714285714,38.75,36.4285714286,75,57.1428571429,67.5,51.4285714286,47.5,45.7142857143,42.5,42.1428571429,26.25,23.5714285714,20,23.5714285714,27.5,27.8571428571,15,17.1428571429,27.5,25,3.75,4.2856928571,40,30,16.25,16.4285714286
7.1.3.4.2,Conduttori di forni per la produzione di laterizi,56.25,47.1428571429,52.5,46.4285714286,46.25,37.1428571429,55,41.4285714286,32.5,30.7142857143,20,17.8571428571,35,28.5714285714,42.5,32.8571428571,33.75,30.7142857143,32.5,26.4285714286,17.5,15.7142857143,55,45.7142857143,15,13.5714285714,21.25,17.8571428571,41.25,35,28.75,24.2857142857,38.75,35.7142857143,37.5,37.1428571429,23.75,22.8571428571,37.5,35.7142857143,21.25,17.8571428571,5,6.4285714286,40,37.1428571429,87.5,71.4284285714,67.5,53.5714285714,45,45,43.75,40.7142857143,31.25,31.4285714286,28.75,25.7142857143,33.75,30,26.25,24.2857142857,40,36.4285714286,12.5,13.5714285714,38.75,30.7142857143,25,22.8571428571
7.1.4.1.0,Conduttori di impianti per la fabbricazione in serie di pannelli in legno,63.3333333333,52.380952381,75,55.2380952381,50,43.8095238095,65,46.6666666667,50,43.8095238095,26.6666666667,26.6666666667,45,40,51.6666666667,43.8095238095,26.6666666667,21.9047619048,56.6666666667,42.8571428571,45,38.0952380952,73.3333333333,57.1428571429,43.3333333333,40.9523809524,41.6666666667,35.2380952381,55,48.5714285714,41.6666666667,35.2380952381,45,41.9047619048,53.3333333333,52.380952381,31.6666666667,28.5714285714,56.6666666667,48.5714285714,30,26.6666666667,13.3333333333,13.3333333333,55,45.7142857143,73.3333333333,59.0476190476,76.6666666667,65.7142857143,65,58.0952380952,58.3333333333,61.9047619048,38.3333333333,39.0476190476,53.3333333333,54.2857142857,56.6666666667,52.380952381,35,37.1428571429,61.6666666667,54.2857142857,18.3333333333,13.3333333333,50,41.9047619048,36.6666666667,35.2380952381
7.1.4.2.0,Operatori di impianti per la preparazione della pasta di legno e di altri materiali per cartiera,78.5714285714,48.9795918367,78.5714285714,51.0204081633,57.1428571429,44.8979591837,57.1428571429,38.7755102041,60.7142857143,38.7755102041,53.5714285714,42.8571428571,71.4285714286,48.9795918367,60.7142857143,42.8571428571,57.1428571429,36.7346938776,67.8571428571,42.8571428571,60.7142857143,38.7755102041,82.1428571429,53.0612244898,42.8571428571,34.693877551,57.1428571429,38.7755102041,64.2857142857,46.9387755102,42.8571428571,28.5714285714,57.1428571429,36.7346938776,50,30.612244898,35.7142857143,30.612244898,50,34.693877551,21.4285714286,16.3265306122,7.1428571429,4.0816326531,53.5714285714,36.7346938776,92.8571428571,59.1836734694,82.1428571429,57.1428571429,46.4285714286,38.7755102041,64.2857142857,46.9387755102,35.7142857143,24.4897959184,57.1428571429,32.6530612245,53.5714285714,36.7346938776,17.8571428571,14.2857142857,46.4285714286,30.612244898,0,0,57.1428571429,38.7755102041,42.8571428571,28.5714285714
7.1.4.3.0,Operatori di impianti per la fabbricazione della carta,50,37.5,53.125,37.5,34.375,28.5714285714,56.25,48.2142857143,50,35.7142857143,3.125,3.5714285714,46.875,41.0714285714,43.75,33.9285714286,34.375,33.9285714286,50,35.7142857143,40.625,41.0714285714,65.625,55.3571428571,15.625,19.6428571429,31.25,26.7857142857,46.875,41.0714285714,31.25,26.7857142857,53.125,39.2857142857,31.25,33.9285714286,12.5,12.5,40.625,37.5,21.875,21.4285714286,0,0,40.625,41.0714285714,75,64.2857142857,62.5,64.2857142857,50,55.3571428571,59.375,50,34.375,35.7142857143,18.75,16.0714285714,25,26.7857142857,25,26.7857142857,43.75,44.6428571429,9.375,10.7142857143,37.5,30.3571428571,40.625,26.7857142857
7.1.5.1.1,Conduttori di impianti per la raffinazione del gas e dei prodotti petroliferi,67.1052631579,67.6691729323,68.4210526316,66.9172932331,64.4736842105,60.9022556391,72.3684210526,68.4210526316,28.9473684211,36.8421052632,43.4210526316,46.6165413534,64.4736842105,63.9097744361,57.8947368421,60.9022556391,42.1052631579,44.3609022556,53.9473684211,52.6315789474,46.0526315789,54.1353383459,65.7894736842,67.6691729323,31.5789473684,35.3383458647,30.2631578947,36.0902255639,63.1578947368,66.1654135338,44.7368421053,50.3759398496,63.1578947368,66.9172932331,48.6842105263,53.3834586466,9.2105263158,11.2781954887,35.5263157895,40.6015037594,2.6315789474,3.007518797,1.3157894737,1.5037368421,31.5789473684,34.5864661654,60.5263157895,57.1428571429,59.2105263158,57.8947368421,35.5263157895,41.3533834586,60.5263157895,62.4060150376,11.8421052632,12.030075188,44.7368421053,45.1127819549,40.7894736842,45.1127819549,21.0526315789,21.8045112782,50,53.3834586466,0,0,28.9473684211,33.8345864662,52.6315789474,55.6390977444
7.1.5.1.2,Conduttori di impianti per la stazzatura di prodotti petroliferi,55.9523809524,48.9795918367,55.9523809524,48.2993197279,33.3333333333,30.612244898,54.7619047619,45.5782312925,39.2857142857,34.693877551,34.5238095238,30.612244898,41.6666666667,37.4149659864,40.4761904762,32.6530612245,33.3333333333,31.9727891156,42.8571428571,35.3741496599,27.380952381,21.768707483,64.2857142857,51.7006802721,19.0476190476,18.3673469388,21.4285714286,19.0476190476,42.8571428571,33.3333333333,38.0952380952,33.3333333333,30.9523809524,28.5714285714,33.3333333333,28.5714285714,8.3333333333,9.5238095238,38.0952380952,36.7346938776,8.3333333333,8.843537415,2.380952381,2.721047619,34.5238095238,30.612244898,67.8571428571,53.0612244898,53.5714285714,47.619047619,50,44.2176870748,39.2857142857,39.4557823129,22.619047619,19.7278911565,28.5714285714,27.2108843537,22.619047619,23.8095238095,14.2857142857,12.2448979592,38.0952380952,36.7346938776,5.9523809524,5.4421564626,45.2380952381,38.7755102041,17.8571428571,14.2857142857
7.1.5.2.0,Operatori di macchinari e di impianti per la chimica di base e la chimica fine,63.75,51.4285714286,65,52.1428571429,53.75,47.1428571429,66.25,51.4285714286,38.75,36.4285714286,26.25,24.2857142857,43.75,40.7142857143,48.75,47.8571428571,27.5,25.7142857143,41.25,34.2857142857,31.25,27.8571428571,63.75,51.4285714286,13.75,15.7142857143,27.5,22.1428571429,40,33.5714285714,32.5,30.7142857143,36.25,36.4285714286,43.75,37.8571428571,15,12.8571428571,46.25,41.4285714286,16.25,15,3.75,3.5714285714,31.25,28.5714285714,75,62.1428571429,77.5,64.2857142857,37.5,36.4285714286,40,41.4285714286,21.25,20.7142857143,35,32.8571428571,30,30,26.25,24.2857142857,48.75,40.7142857143,2.5,2.8571,40,32.1428571429,13.75,12.8571428571
7.1.5.3.1,Operatori di macchinari per la produzione di farmaci,70.4545454545,52.5974025974,63.6363636364,51.9480519481,53.4090909091,49.3506493506,63.6363636364,57.1428571429,40.9090909091,37.6623376623,28.4090909091,25.3246753247,45.4545454545,40.9090909091,56.8181818182,50,39.7727272727,35.7142857143,56.8181818182,48.7012987013,45.4545454545,40.9090909091,68.1818181818,56.4935064935,22.7272727273,19.4805194805,29.5454545455,26.6233766234,51.1363636364,44.8051948052,44.3181818182,40.2597402597,35.2272727273,31.1688311688,37.5,37.6623376623,11.3636363636,10.3896103896,46.5909090909,37.6623376623,21.5909090909,18.1818181818,3.4090909091,3.8961038961,32.9545454545,27.9220779221,69.3181818182,55.8441558442,56.8181818182,51.2987012987,32.9545454545,26.6233766234,48.8636363636,41.5584415584,23.8636363636,21.4285714286,28.4090909091,29.8701298701,35.2272727273,31.1688311688,20.4545454545,18.1818181818,61.3636363636,45.4545454545,5.6818181818,5.8441363636,47.7272727273,42.8571428571,32.9545454545,29.8701298701
7.1.5.3.2,Operatori di macchinari per la produzione di prodotti derivati dalla chimica (farmaci esclusi),58.3333333333,48.2993197279,51.1904761905,42.8571428571,41.6666666667,38.7755102041,51.1904761905,43.537414966,41.6666666667,36.0544217687,17.8571428571,18.3673469388,32.1428571429,29.2517006803,32.1428571429,31.2925170068,21.4285714286,22.4489795918,53.5714285714,41.4965986395,27.380952381,29.9319727891,51.1904761905,46.9387755102,22.619047619,24.4897959184,19.0476190476,24.4897959184,38.0952380952,38.7755102041,25,24.4897959184,38.0952380952,34.693877551,35.7142857143,37.4149659864,11.9047619048,14.2857142857,36.9047619048,36.0544217687,25,22.4489795918,2.380952381,3.4013605442,46.4285714286,42.8571428571,76.1904761905,59.1836734694,69.0476190476,57.1428571429,64.2857142857,53.7414965986,55.9523809524,52.380952381,38.0952380952,38.0952380952,36.9047619048,34.0136054422,34.5238095238,29.9319727891,29.7619047619,26.5306122449,39.2857142857,34.693877551,3.5714285714,4.0815918367,45.2380952381,40.8163265306,17.8571428571,14.2857142857
7.1.6.1.0,Conduttori di caldaie a vapore e di motori termici in impianti industriali,93.75,71.4285714286,81.25,67.8571428571,81.25,64.2857142857,87.5,67.8571428571,75,60.7142857143,75,71.4285714286,100,67.8571428571,81.25,64.2857142857,68.75,60.7142857143,56.25,60.7142857143,37.5,32.1428571429,87.5,67.8571428571,37.5,32.1428571429,62.5,60.7142857143,75,64.2857142857,56.25,57.1428571429,87.5,67.8571428571,68.75,50,75,67.8571428571,93.75,67.8571428571,0,0,0,0,75,57.1428571429,100,82.1428571429,87.5,67.8571428571,100,75,100,71.4285714286,31.25,28.5714285714,37.5,42.8571428571,50,46.4285714286,18.75,14.2857142857,93.75,60.7142857143,12.5,14.2857142857,87.5,64.2857142857,18.75,14.2857142857
7.1.6.2.1,Operatori di impianti di recupero e riciclaggio dei rifiuti,52.5,47.8571428571,56.25,51.4285714286,43.75,42.1428571429,56.25,51.4285714286,30,35.7142857143,12.5,12.8571428571,36.25,35.7142857143,46.25,45,37.5,37.8571428571,51.25,51.4285714286,37.5,40,60,56.4285714286,25,26.4285714286,41.25,45,47.5,47.1428571429,38.75,39.2857142857,36.25,35.7142857143,37.5,38.5714285714,28.75,35,46.25,51.4285714286,12.5,12.1428571429,0,0,40,39.2857142857,47.5,48.5714285714,46.25,45,48.75,51.4285714286,51.25,49.2857142857,30,32.1428571429,26.25,30.7142857143,23.75,25,50,46.4285714286,48.75,47.1428571429,42.5,39.2857142857,60,56.4285714286,36.25,36.4285714286
7.1.6.2.2,"Operatori di impianti per la depurazione, la potabilizzazione e la distribuzione delle acque",59.5238095238,51.7006802721,57.1428571429,55.7823129252,50,47.619047619,59.5238095238,52.380952381,32.1428571429,31.2925170068,21.4285714286,23.8095238095,39.2857142857,40.8163265306,50,44.8979591837,21.4285714286,22.4489795918,35.7142857143,32.6530612245,21.4285714286,20.4081632653,54.7619047619,49.6598639456,21.4285714286,19.7278911565,22.619047619,23.1292517007,50,46.9387755102,39.2857142857,36.0544217687,47.619047619,44.2176870748,39.2857142857,34.0136054422,28.5714285714,25.1700680272,58.3333333333,48.2993197279,38.0952380952,37.4149659864,3.5714285714,3.4013605442,42.8571428571,38.0952380952,72.619047619,57.8231292517,57.1428571429,51.0204081633,65.4761904762,53.0612244898,61.9047619048,56.462585034,39.2857142857,40.8163265306,34.5238095238,28.5714285714,28.5714285714,29.2517006803,26.1904761905,27.2108843537,51.1904761905,45.5782312925,21.4285714286,21.768707483,51.1904761905,43.537414966,35.7142857143,33.3333333333
7.1.7.1.0,Operatori di catene di montaggio automatizzate,56.8181818182,42.8571428571,56.8181818182,50.6493506494,43.1818181818,41.5584415584,61.3636363636,51.9480519481,34.0909090909,32.4675324675,2.2727272727,2.5973636364,47.7272727273,38.961038961,43.1818181818,42.8571428571,40.9090909091,41.5584415584,50,46.7532467532,40.9090909091,36.3636363636,61.3636363636,57.1428571429,18.1818181818,20.7792207792,34.0909090909,35.0649350649,45.4545454545,44.1558441558,45.4545454545,42.8571428571,45.4545454545,46.7532467532,40.9090909091,40.2597402597,34.0909090909,35.0649350649,54.5454545455,45.4545454545,15.9090909091,16.8831168831,9.0909090909,9.0909090909,50,40.2597402597,63.6363636364,53.2467532468,59.0909090909,48.0519480519,45.4545454545,37.6623376623,43.1818181818,40.2597402597,15.9090909091,15.5844155844,29.5454545455,25.974025974,20.4545454545,19.4805194805,11.3636363636,12.987012987,43.1818181818,40.2597402597,2.2727272727,2.5973636364,36.3636363636,37.6623376623,31.8181818182,24.6753246753
7.1.8.1.0,Conduttori di mulini e impastatrici,52.2727272727,46.7532467532,70.4545454545,57.1428571429,43.1818181818,42.8571428571,52.2727272727,42.8571428571,45.4545454545,45.4545454545,18.1818181818,11.6883116883,47.7272727273,42.8571428571,47.7272727273,37.6623376623,31.8181818182,28.5714285714,59.0909090909,44.1558441558,40.9090909091,36.3636363636,68.1818181818,53.2467532468,31.8181818182,35.0649350649,31.8181818182,25.974025974,29.5454545455,28.5714285714,40.9090909091,37.6623376623,36.3636363636,33.7662337662,40.9090909091,36.3636363636,18.1818181818,12.987012987,34.0909090909,31.1688311688,13.6363636364,10.3896103896,0,0,47.7272727273,40.2597402597,86.3636363636,59.7402597403,77.2727272727,63.6363636364,40.9090909091,38.961038961,59.0909090909,54.5454545455,13.6363636364,14.2857142857,29.5454545455,25.974025974,27.2727272727,24.6753246753,31.8181818182,25.974025974,63.6363636364,54.5454545455,18.1818181818,12.987012987,50,46.7532467532,31.8181818182,22.0779220779
7.1.8.2.0,Conduttori di forni e di impianti per il trattamento termico dei minerali,50,50,54.1666666667,52.380952381,37.5,45.2380952381,50,52.380952381,41.6666666667,42.8571428571,25,30.9523809524,54.1666666667,42.8571428571,37.5,30.9523809524,25,19.0476190476,33.3333333333,33.3333333333,50,50,66.6666666667,59.5238095238,25,33.3333333333,45.8333333333,35.7142857143,45.8333333333,33.3333333333,29.1666666667,30.9523809524,45.8333333333,42.8571428571,33.3333333333,38.0952380952,8.3333333333,9.5238095238,29.1666666667,35.7142857143,0,0,0,0,58.3333333333,52.380952381,91.6666666667,69.0476190476,58.3333333333,54.7619047619,25,23.8095238095,41.6666666667,42.8571428571,4.1666666667,9.5238095238,37.5,38.0952380952,45.8333333333,35.7142857143,37.5,26.1904761905,50,42.8571428571,0,0,37.5,38.0952380952,25,23.8095238095
7.2.1.1.0,Conduttori di macchine utensili automatiche e semiautomatiche industriali,51.25,38.5714285714,57.5,47.8571428571,38.75,33.5714285714,52.5,38.5714285714,48.75,43.5714285714,17.5,15.7142857143,46.25,40,43.75,40,36.25,30,65,46.4285714286,35,29.2857142857,58.75,44.2857142857,30,23.5714285714,33.75,29.2857142857,45,38.5714285714,41.25,32.8571428571,57.5,44.2857142857,61.25,49.2857142857,43.75,42.8571428571,71.25,59.2857142857,38.75,36.4285714286,32.5,25,61.25,50.7142857143,71.25,55.7142857143,75,59.2857142857,58.75,52.8571428571,70,56.4285714286,38.75,38.5714285714,40,37.8571428571,41.25,39.2857142857,41.25,35.7142857143,65,50,21.25,17.1428571429,58.75,44.2857142857,30,23.5714285714
7.2.1.2.0,Conduttori di macchinari per la produzione di manufatti in cemento e assimilati,33.6956521739,36.0248447205,47.8260869565,45.9627329193,36.9565217391,41.6149068323,42.3913043478,43.4782608696,34.7826086957,39.1304347826,11.9565217391,13.0434782609,29.347826087,32.9192546584,34.7826086957,35.4037267081,21.7391304348,24.2236024845,36.9565217391,37.8881987578,32.6086956522,25.4658385093,50,45.3416149068,21.7391304348,26.0869565217,34.7826086957,37.2670807453,23.9130434783,27.950310559,35.8695652174,38.5093167702,36.9565217391,40.9937888199,39.1304347826,37.8881987578,21.7391304348,24.2236024845,38.0434782609,38.5093167702,21.7391304348,18.6335403727,3.2608695652,5.5900434783,31.5217391304,36.0248447205,50,46.5838509317,53.2608695652,55.900621118,52.1739130435,50.9316770186,38.0434782609,40.3726708075,29.347826087,32.9192546584,26.0869565217,30.4347826087,26.0869565217,29.1925465839,36.9565217391,34.7826086957,51.0869565217,49.6894409938,28.2608695652,26.7080745342,51.0869565217,49.6894409938,23.9130434783,25.4658385093
7.2.1.3.0,Conduttori di macchinari per la produzione di abrasivi e manufatti abrasivi minerali,54.6875,47.3214285714,67.1875,55.3571428571,34.375,27.6785714286,59.375,55.3571428571,37.5,38.3928571429,26.5625,20.5357142857,39.0625,33.9285714286,32.8125,34.8214285714,21.875,22.3214285714,42.1875,37.5,37.5,36.6071428571,60.9375,51.7857142857,31.25,30.3571428571,25,30.3571428571,45.3125,37.5,42.1875,33.0357142857,45.3125,41.0714285714,46.875,42.8571428571,23.4375,21.4285714286,53.125,51.7857142857,25,26.7857142857,1.5625,1.7856875,45.3125,41.0714285714,57.8125,50,59.375,52.6785714286,43.75,43.75,56.25,53.5714285714,23.4375,22.3214285714,25,24.1071428571,25,21.4285714286,28.125,27.6785714286,54.6875,53.5714285714,14.0625,16.0714285714,43.75,35.7142857143,23.4375,25.8928571429
7.2.2.1.0,"Finitori di metalli e conduttori di impianti per finire, rivestire, placcare metalli e oggetti in metallo",47.5,45,70,58.5714285714,30,37.8571428571,68.75,60.7142857143,16.25,19.2857142857,15,17.1428571429,50,51.4285714286,55,54.2857142857,31.25,30.7142857143,63.75,52.1428571429,35,33.5714285714,67.5,55,28.75,32.8571428571,38.75,37.1428571429,42.5,42.1428571429,50,48.5714285714,55,45,58.75,45,36.25,35,56.25,51.4285714286,20,17.1428571429,3.75,3.5714071429,58.75,52.1428571429,72.5,58.5714285714,71.25,58.5714285714,66.25,55,61.25,47.8571428571,42.5,34.2857142857,33.75,28.5714285714,36.25,33.5714285714,48.75,44.2857142857,72.5,58.5714285714,40,35.7142857143,61.25,52.1428571429,37.5,37.8571428571
7.2.3.1.0,Conduttori di macchinari per la confezione e vulcanizzazione dei pneumatici,51.25,45,57.5,55.7142857143,41.25,36.4285714286,61.25,54.2857142857,22.5,24.2857142857,10,12.1428571429,50,45,48.75,45.7142857143,30,31.4285714286,47.5,44.2857142857,31.25,25.7142857143,47.5,48.5714285714,28.75,31.4285714286,32.5,32.8571428571,48.75,43.5714285714,50,47.1428571429,45,41.4285714286,50,45.7142857143,33.75,29.2857142857,57.5,52.1428571429,17.5,15.7142857143,7.5,10.7142857143,51.25,47.1428571429,62.5,57.8571428571,62.5,55.7142857143,52.5,48.5714285714,53.75,49.2857142857,38.75,41.4285714286,32.5,33.5714285714,35,35,37.5,31.4285714286,57.5,52.1428571429,37.5,32.8571428571,51.25,45,46.25,40.7142857143
7.2.3.2.0,Conduttori di macchinari per la fabbricazione di altri articoli in gomma,43.1818181818,41.5584415584,59.0909090909,51.9480519481,38.6363636364,33.7662337662,54.5454545455,42.8571428571,15.9090909091,18.1818181818,6.8181818182,7.7922077922,29.5454545455,27.2727272727,54.5454545455,41.5584415584,45.4545454545,38.961038961,38.6363636364,33.7662337662,36.3636363636,27.2727272727,61.3636363636,46.7532467532,22.7272727273,19.4805194805,29.5454545455,23.3766233766,40.9090909091,22.0779220779,47.7272727273,27.2727272727,29.5454545455,19.4805194805,27.2727272727,16.8831168831,18.1818181818,14.2857142857,45.4545454545,33.7662337662,22.7272727273,15.5844155844,20.4545454545,10.3896103896,43.1818181818,28.5714285714,79.5454545455,54.5454545455,68.1818181818,46.7532467532,20.4545454545,23.3766233766,34.0909090909,29.8701298701,20.4545454545,20.7792207792,22.7272727273,15.5844155844,20.4545454545,18.1818181818,4.5454545455,5.1948051948,54.5454545455,40.2597402597,2.2727272727,2.5973636364,40.9090909091,22.0779220779,18.1818181818,12.987012987
7.2.3.3.0,Conduttori di macchinari per la fabbricazione di articoli in plastica e assimilati,40,36.4285714286,42.5,40.7142857143,38.75,37.1428571429,43.75,38.5714285714,38.75,40,13.75,13.5714285714,28.75,29.2857142857,41.25,39.2857142857,28.75,32.1428571429,42.5,40,28.75,27.8571428571,51.25,50,15,18.5714285714,21.25,24.2857142857,46.25,42.1428571429,25,25.7142857143,36.25,39.2857142857,35,36.4285714286,18.75,22.8571428571,40,39.2857142857,28.75,27.8571428571,1.25,1.4285714286,47.5,42.1428571429,68.75,58.5714285714,55,50.7142857143,45,42.8571428571,60,53.5714285714,42.5,44.2857142857,18.75,23.5714285714,22.5,23.5714285714,27.5,25.7142857143,48.75,43.5714285714,17.5,17.8571428571,45,37.8571428571,27.5,27.1428571429
7.2.4.1.0,Addetti a macchinari per la produzione in serie di mobili e di articoli in legno,48.5294117647,43.6974789916,70.5882352941,52.9411764706,33.8235294118,35.2941176471,58.8235294118,47.8991596639,45.5882352941,42.8571428571,20.5882352941,19.3277310924,52.9411764706,44.5378151261,50,36.974789916,32.3529411765,31.0924369748,48.5294117647,39.4957983193,29.4117647059,24.3697478992,58.8235294118,45.3781512605,27.9411764706,29.4117647059,38.2352941176,31.9327731092,52.9411764706,42.8571428571,41.1764705882,33.6134453782,44.1176470588,35.2941176471,48.5294117647,40.3361344538,41.1764705882,31.9327731092,66.1764705882,59.6638655462,29.4117647059,29.4117647059,5.8823529412,6.7226890756,54.4117647059,44.5378151261,69.1176470588,53.781512605,61.7647058824,57.9831932773,63.2352941176,57.1428571429,51.4705882353,45.3781512605,33.8235294118,30.2521008403,17.6470588235,15.9663865546,16.1764705882,13.4453781513,27.9411764706,22.6890756303,57.3529411765,41.1764705882,13.2352941176,9.243697479,58.8235294118,39.4957983193,26.4705882353,23.5294117647
7.2.5.1.0,Conduttori di macchinari per tipografia e stampa su carta e cartone,60,52.8571428571,53.75,52.1428571429,48.75,47.8571428571,53.75,51.4285714286,37.5,42.1428571429,11.25,13.5714285714,35,36.4285714286,46.25,45.7142857143,33.75,32.1428571429,42.5,43.5714285714,31.25,35,56.25,51.4285714286,26.25,30,30,33.5714285714,35,35.7142857143,33.75,40.7142857143,41.25,42.1428571429,47.5,45.7142857143,18.75,18.5714285714,53.75,52.8571428571,27.5,25,15,14.2857142857,55,52.8571428571,65,56.4285714286,62.5,60,62.5,57.8571428571,60,60.7142857143,45,42.1428571429,28.75,29.2857142857,28.75,28.5714285714,38.75,36.4285714286,60,57.8571428571,31.25,29.2857142857,60,55,20,17.8571428571
7.2.5.2.0,Conduttori di macchinari per la fabbricazione di prodotti in carta e cartone,51.25,42.8571428571,55,50.7142857143,41.25,36.4285714286,60,49.2857142857,31.25,31.4285714286,5,5.7142857143,46.25,43.5714285714,41.25,35.7142857143,26.25,25.7142857143,35,32.8571428571,25,26.4285714286,52.5,44.2857142857,12.5,17.1428571429,20,20.7142857143,27.5,27.1428571429,28.75,30.7142857143,28.75,26.4285714286,36.25,31.4285714286,22.5,20,42.5,37.1428571429,16.25,14.2857142857,3.75,3.5714285714,50,41.4285714286,63.75,52.1428571429,51.25,50,45,42.1428571429,55,51.4285714286,33.75,34.2857142857,15,13.5714285714,13.75,15,32.5,27.8571428571,48.75,42.8571428571,17.5,16.4285714286,33.75,33.5714285714,18.75,16.4285714286
7.2.5.3.0,Conduttori di macchinari per rilegatura di libri e assimilati,44.7368421053,37.5939849624,63.1578947368,51.8796992481,26.3157894737,27.0676691729,55.2631578947,45.8646616541,35.5263157895,36.0902255639,13.1578947368,9.7744360902,48.6842105263,43.6090225564,32.8947368421,30.0751879699,28.9473684211,22.5563909774,36.8421052632,40.6015037594,30.2631578947,27.8195488722,57.8947368421,52.6315789474,21.0526315789,21.0526315789,35.5263157895,30.8270676692,48.6842105263,48.1203007519,35.5263157895,33.8345864662,30.2631578947,29.3233082707,43.4210526316,39.0977443609,11.8421052632,12.7819548872,42.1052631579,41.3533834586,10.5263157895,9.7744360902,5.2631578947,8.2706541353,39.4736842105,34.5864661654,64.4736842105,51.1278195489,68.4210526316,51.1278195489,59.2105263158,47.3684210526,55.2631578947,48.1203007519,39.4736842105,36.8421052632,32.8947368421,32.3308270677,31.5789473684,33.0827067669,34.2105263158,30.0751879699,44.7368421053,39.8496240602,22.3684210526,22.5563909774,42.1052631579,42.1052631579,23.6842105263,24.8120300752
7.2.6.1.0,Addetti a macchinari per la filatura e la bobinatura,40.4761904762,36.0544217687,53.5714285714,46.2585034014,29.7619047619,25.8503401361,58.3333333333,46.9387755102,36.9047619048,34.0136054422,5.9523809524,6.1224489796,36.9047619048,30.612244898,50,41.4965986395,23.8095238095,24.4897959184,51.1904761905,48.9795918367,34.5238095238,34.0136054422,57.1428571429,48.2993197279,28.5714285714,27.2108843537,28.5714285714,25.8503401361,44.0476190476,42.8571428571,35.7142857143,31.9727891156,40.4761904762,34.693877551,38.0952380952,34.0136054422,5.9523809524,5.4421564626,44.0476190476,34.693877551,14.2857142857,12.2448979592,0,0,45.2380952381,34.693877551,64.2857142857,51.0204081633,55.9523809524,47.619047619,38.0952380952,29.2517006803,41.6666666667,37.4149659864,27.380952381,21.0884353741,21.4285714286,20.4081632653,25,21.768707483,19.0476190476,15.6462585034,60.7142857143,51.7006802721,14.2857142857,11.5646258503,42.8571428571,37.4149659864,19.0476190476,14.9659863946
