up_new,Descrizione,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
8.2.2.1.0,Collaboratori domestici e professioni assimilate,72.5,70,46.25,20,47.5,63.75,13.75,80,78.75,72.5,87.5,81.25,86.25,62.5,25,36.25
8.3.1.1.0,Braccianti agricoli,66.25,61.25,52.5,35,61.25,41.25,52.5,62.5,60,58.75,71.25,60,61.25,52.5,43.75,37.5
8.3.1.2.0,Personale non qualificato addetto alla manutenzione del verde,85.4166666667,76.0416666667,71.875,50,71.875,52.0833333333,65.625,80.2083333333,68.75,70.8333333333,84.375,81.25,80.2083333333,65.625,62.5,65.625
8.3.2.1.0,Personale forestale non qualificato,75,55.5555555556,66.6666666667,47.2222222222,61.1111111111,50,61.1111111111,50,58.3333333333,63.8888888889,75,63.8888888889,63.8888888889,50,47.2222222222,52.7777777778
8.3.2.2.0,Personale non qualificato addetto alla cura degli animali,59.5238095238,61.9047619048,48.8095238095,30.9523809524,44.0476190476,25,30.9523809524,58.3333333333,59.5238095238,58.3333333333,72.619047619,60.7142857143,61.9047619048,57.1428571429,36.9047619048,32.1428571429
8.3.2.3.0,Personale non qualificato addetto alla pesca ed alla caccia,62.5,50,62.5,62.5,75,62.5,62.5,83.3333333333,75,79.1666666667,75,62.5,83.3333333333,54.1666666667,62.5,58.3333333333
8.4.1.1.0,Manovali ed altro personale non qualificato delle miniere e delle cave,63.0952380952,55.9523809524,36.9047619048,16.6666666667,53.5714285714,34.5238095238,52.380952381,66.6666666667,58.3333333333,55.9523809524,71.4285714286,54.7619047619,59.5238095238,48.8095238095,32.1428571429,39.2857142857
8.4.2.1.0,Manovali e personale non qualificato dell’edilizia civile e professioni assimilate,53.5714285714,51.1904761905,27.380952381,5.9523809524,59.5238095238,30.9523809524,64.2857142857,57.1428571429,52.380952381,58.3333333333,63.0952380952,63.0952380952,53.5714285714,22.619047619,11.9047619048,20.2380952381
8.4.2.2.0,"Manovali e personale non qualificato della costruzione e manutenzione di strade, dighe e altre opere pubbliche",64,63,51,30,70,51,67,69,73,62,73,69,65,44,39,52
8.4.3.1.0,Personale non qualificato delle attività industriali e professioni assimilate,66.25,53.75,42.5,30,73.75,31.25,63.75,70,71.25,65,76.25,71.25,52.5,40,26.25,55
